Portfolio,CAGR,Sharpe,Sortino,MaxDD,Volatility,Days
BL,0.3285288031560807,0.09496605988066739,0.13326141725451357,-0.14304355094641663,0.012713162976995495,178
EW,0.3132270611230463,0.07427523752572271,0.1025634191116195,-0.22327759048787288,0.01632363242602404,178
Sent,0.7922052949297365,0.14078820086871668,0.20125419561555435,-0.1948791085416154,0.01752163018988245,178
