date,ticker,w_BL_RNN
2025-02-04,MSFT,0.0
2025-02-04,NVDA,0.27119904036972525
2025-02-04,TSLA,0.0
2025-02-04,V,0.0
2025-02-05,AAPL,0.2765518501053458
2025-02-05,AMZN,0.11625823175313531
2025-02-05,GOOGL,0.17856692355900877
2025-02-05,JNJ,0.2958100267110612
2025-02-05,JPM,0.0
2025-02-05,META,0.0
2025-02-05,MSFT,0.0
2025-02-05,NVDA,0.12435394316057827
2025-02-05,TSLA,0.00845902471087068
2025-02-05,V,0.0
2025-02-06,AAPL,0.14196133987926784
2025-02-06,AMZN,0.2183969919507735
2025-02-06,GOOGL,0.1518096667098941
2025-02-06,JNJ,0.3913649517566998
2025-02-06,JPM,0.0
2025-02-06,META,0.0
2025-02-06,MSFT,0.0
2025-02-06,NVDA,0.09646704970336493
2025-02-06,TSLA,0.0
2025-02-06,V,0.0
2025-02-07,AAPL,0.16196561093014197
2025-02-07,AMZN,0.22792326628451232
2025-02-07,GOOGL,0.35526040205165865
2025-02-07,JNJ,0.1015292007433331
2025-02-07,JPM,0.0
2025-02-07,META,0.0
2025-02-07,MSFT,0.0
2025-02-07,NVDA,0.1170705821608135
2025-02-07,TSLA,0.03625093782954042
2025-02-07,V,0.0
2025-02-10,AAPL,0.10002143515430832
2025-02-10,AMZN,0.16126930048468208
2025-02-10,GOOGL,0.3212073792455014
2025-02-10,JNJ,0.2947977516564434
2025-02-10,JPM,0.0
2025-02-10,META,0.0
2025-02-10,MSFT,0.0
2025-02-10,NVDA,0.12270413345906483
2025-02-10,TSLA,0.0
2025-02-10,V,0.0
2025-02-11,AAPL,0.18832351875313155
2025-02-11,AMZN,0.21876143771706852
2025-02-11,GOOGL,0.24484526132449624
2025-02-11,JNJ,0.2240286457191172
2025-02-11,JPM,0.03216665206592185
2025-02-11,META,0.0
2025-02-11,MSFT,0.0
2025-02-11,NVDA,0.07874173239817431
2025-02-11,TSLA,0.01313275202209054
2025-02-11,V,0.0
2025-02-12,AAPL,0.22927112855498386
2025-02-12,AMZN,0.18910207477556149
2025-02-12,GOOGL,0.18772538360278238
2025-02-12,JNJ,0.13202443835615446
2025-02-12,JPM,0.0
2025-02-12,META,0.0
2025-02-12,MSFT,0.0
2025-02-12,NVDA,0.23694475158356865
2025-02-12,TSLA,0.02493222312694918
2025-02-12,V,0.0
2025-02-13,AAPL,0.11029304316444291
2025-02-13,AMZN,0.30231958311566454
2025-02-13,GOOGL,0.15225903507901623
2025-02-13,JNJ,0.212945697618501
2025-02-13,JPM,0.0
2025-02-13,META,0.0
2025-02-13,MSFT,0.0
2025-02-13,NVDA,0.2221826410223755
2025-02-13,TSLA,0.0
2025-02-13,V,0.0
2025-02-14,AAPL,0.29307425910374274
2025-02-14,AMZN,0.16164446711600353
2025-02-14,GOOGL,0.1495711559629241
2025-02-14,JNJ,0.2714552016416477
2025-02-14,JPM,0.0
2025-02-14,META,0.0
2025-02-14,MSFT,0.0
2025-02-14,NVDA,0.12425491617568199
2025-02-14,TSLA,0.0
2025-02-14,V,0.0
2025-02-18,AAPL,0.24757288201696454
2025-02-18,AMZN,0.3573898690226577
2025-02-18,GOOGL,0.0876217283977064
2025-02-18,JNJ,0.0
2025-02-18,JPM,0.0
2025-02-18,META,0.0
2025-02-18,MSFT,0.0
2025-02-18,NVDA,0.25588926306782156
2025-02-18,TSLA,0.05152625749484972
2025-02-18,V,0.0
2025-02-19,AAPL,0.13052803302496857
2025-02-19,AMZN,0.12318297333869353
2025-02-19,GOOGL,0.23689624880789958
2025-02-19,JNJ,0.3986335363524183
2025-02-19,JPM,0.0
2025-02-19,META,0.0
2025-02-19,MSFT,0.0
2025-02-19,NVDA,0.11075920847601997
2025-02-19,TSLA,0.0
2025-02-19,V,0.0
2025-02-20,AAPL,0.17814418352508132
2025-02-20,AMZN,0.15372138476326958
2025-02-20,GOOGL,0.1558539643702316
2025-02-20,JNJ,0.2673082379968035
2025-02-20,JPM,0.0
2025-02-20,META,0.0
2025-02-20,MSFT,0.0
2025-02-20,NVDA,0.24497222934461396
2025-02-20,TSLA,0.0
2025-02-20,V,0.0
2025-02-21,AAPL,0.23748062831859473
2025-02-21,AMZN,0.22056057339200252
2025-02-21,GOOGL,0.1459963761577867
2025-02-21,JNJ,0.0
2025-02-21,JPM,0.26213503932193744
2025-02-21,META,0.0
2025-02-21,MSFT,0.0
2025-02-21,NVDA,0.13382738280967865
2025-02-21,TSLA,0.0
2025-02-21,V,0.0
2025-02-24,AAPL,0.19941405144784613
2025-02-24,AMZN,0.2813160590748956
2025-02-24,GOOGL,0.19543016272950917
2025-02-24,JNJ,0.05382780127053047
2025-02-24,JPM,0.13684721685889845
2025-02-24,META,0.0
2025-02-24,MSFT,0.0
2025-02-24,NVDA,0.13316470861832014
2025-02-24,TSLA,0.0
2025-02-24,V,0.0
2025-02-25,AAPL,0.14768770026625713
2025-02-25,AMZN,0.15140469299679526
2025-02-25,GOOGL,0.30541674608605734
2025-02-25,JNJ,0.21092984728801129
2025-02-25,JPM,0.0
2025-02-25,META,0.0
2025-02-25,MSFT,0.0
2025-02-25,NVDA,0.18393422608886698
2025-02-25,TSLA,0.0006267872740118569
2025-02-25,V,0.0
2025-02-26,AAPL,0.0780831520925221
2025-02-26,AMZN,0.1500074468257869
2025-02-26,GOOGL,0.19057487395969055
2025-02-26,JNJ,0.32676289961289784
2025-02-26,JPM,0.04554019561301932
2025-02-26,META,0.0
2025-02-26,MSFT,0.0
2025-02-26,NVDA,0.20423970470098668
2025-02-26,TSLA,0.004791727195096673
2025-02-26,V,0.0
2025-02-27,AAPL,0.19362793054126587
2025-02-27,AMZN,0.14661684895246063
2025-02-27,GOOGL,0.2920313127016896
2025-02-27,JNJ,0.21069754930540788
2025-02-27,JPM,0.0
2025-02-27,META,0.0
2025-02-27,MSFT,0.0
2025-02-27,NVDA,0.1124056631972375
2025-02-27,TSLA,0.044620695301938476
2025-02-27,V,0.0
2025-02-28,AAPL,0.2832484048985014
2025-02-28,AMZN,0.1295473787629247
2025-02-28,GOOGL,0.2191457392656569
2025-02-28,JNJ,0.26870201075868205
2025-02-28,JPM,0.0
2025-02-28,META,0.0
2025-02-28,MSFT,0.0
2025-02-28,NVDA,0.07380459987985852
2025-02-28,TSLA,0.025551866434376593
2025-02-28,V,0.0
2025-03-03,AAPL,0.0
2025-03-03,AMZN,0.21592413307064057
2025-03-03,GOOGL,0.21178263371920047
2025-03-03,JNJ,0.35959415948052686
2025-03-03,JPM,0.0
2025-03-03,META,0.0
2025-03-03,MSFT,0.0
2025-03-03,NVDA,0.183994281914653
2025-03-03,TSLA,0.028704791814979102
2025-03-03,V,0.0
2025-03-04,AAPL,0.18833907533088504
2025-03-04,AMZN,0.15582629596025918
2025-03-04,GOOGL,0.19560011241729738
2025-03-04,JNJ,0.2934883071237381
2025-03-04,JPM,0.0
2025-03-04,META,0.0
2025-03-04,MSFT,0.0
2025-03-04,NVDA,0.1667462091678202
2025-03-04,TSLA,0.0
2025-03-04,V,0.0
2025-03-05,AAPL,0.25073530614263784
2025-03-05,AMZN,0.26100994180912923
2025-03-05,GOOGL,0.005249481750412866
2025-03-05,JNJ,0.25897570930576147
2025-03-05,JPM,0.07950077448352152
2025-03-05,META,0.0
2025-03-05,MSFT,0.0
2025-03-05,NVDA,0.14134846818711028
2025-03-05,TSLA,0.0031803183214266662
2025-03-05,V,0.0
2025-03-06,AAPL,0.31211896266594713
2025-03-06,AMZN,0.14699193558737644
2025-03-06,GOOGL,0.09592864580849683
2025-03-06,JNJ,0.30995002638649916
2025-03-06,JPM,0.05065251022473407
2025-03-06,META,0.0
2025-03-06,MSFT,0.0
2025-03-06,NVDA,0.06798134906046274
2025-03-06,TSLA,0.016376570266483717
2025-03-06,V,0.0
2025-03-07,AAPL,0.2616913447100562
2025-03-07,AMZN,0.19185244405403942
2025-03-07,GOOGL,0.1327822731760872
2025-03-07,JNJ,0.2806003819982365
2025-03-07,JPM,0.0
2025-03-07,META,0.0
2025-03-07,MSFT,0.0
2025-03-07,NVDA,0.13307355606158067
2025-03-07,TSLA,0.0
2025-03-07,V,0.0
2025-03-10,AAPL,0.00628504122245648
2025-03-10,AMZN,0.3142668649524268
2025-03-10,GOOGL,0.07650331755808684
2025-03-10,JNJ,0.0
2025-03-10,JPM,0.4029883527831029
2025-03-10,META,0.0
2025-03-10,MSFT,0.0
2025-03-10,NVDA,0.13659945317267516
2025-03-10,TSLA,0.06335697031125183
2025-03-10,V,0.0
2025-03-11,AAPL,0.1311392721049938
2025-03-11,AMZN,0.10704207823258209
2025-03-11,GOOGL,0.2143970653347456
2025-03-11,JNJ,0.3370660123698325
2025-03-11,JPM,0.10390816206698084
2025-03-11,META,0.0
2025-03-11,MSFT,0.0
2025-03-11,NVDA,0.10644740989086517
2025-03-11,TSLA,0.0
2025-03-11,V,0.0
2025-03-12,AAPL,0.3643107790006393
2025-03-12,AMZN,0.09236903294293504
2025-03-12,GOOGL,0.24136931964500427
2025-03-12,JNJ,0.09061130807890372
2025-03-12,JPM,0.10303054040357995
2025-03-12,META,0.0
2025-03-12,MSFT,0.0
2025-03-12,NVDA,0.10830901992893771
2025-03-12,TSLA,0.0
2025-03-12,V,0.0
2025-03-13,AAPL,0.2540009182403085
2025-03-13,AMZN,0.1685204205400968
2025-03-13,GOOGL,0.1466774229115903
2025-03-13,JNJ,0.3818096461352939
2025-03-13,JPM,0.0
2025-03-13,META,0.0
2025-03-13,MSFT,0.0
2025-03-13,NVDA,0.04615040060004533
2025-03-13,TSLA,0.002841191572665228
2025-03-13,V,0.0
2025-03-14,AAPL,0.4607768726168278
2025-03-14,AMZN,0.06988515372246289
2025-03-14,GOOGL,0.1356821496516529
2025-03-14,JNJ,0.160128744792594
2025-03-14,JPM,0.08896499943344012
2025-03-14,META,0.0
2025-03-14,MSFT,0.0
2025-03-14,NVDA,0.07937746100140666
2025-03-14,TSLA,0.005184618781615462
2025-03-14,V,0.0
2025-03-17,AAPL,0.2615424977434403
2025-03-17,AMZN,0.21657274146861671
2025-03-17,GOOGL,0.2599290852934807
2025-03-17,JNJ,0.11542406240957956
2025-03-17,JPM,0.0
2025-03-17,META,0.0
2025-03-17,MSFT,0.0
2025-03-17,NVDA,0.12439215258448365
2025-03-17,TSLA,0.022139460500399114
2025-03-17,V,0.0
2025-03-18,AAPL,0.01352967932582579
2025-03-18,AMZN,0.2556515274008065
2025-03-18,GOOGL,0.23837463857950852
2025-03-18,JNJ,0.27962872336625183
2025-03-18,JPM,0.0
2025-03-18,META,0.0
2025-03-18,MSFT,0.0
2025-03-18,NVDA,0.195216206997353
2025-03-18,TSLA,0.017599224330254327
2025-03-18,V,0.0
2025-03-19,AAPL,0.023123762087107664
2025-03-19,AMZN,0.1340348678621228
2025-03-19,GOOGL,0.29364339470219947
2025-03-19,JNJ,0.22119704817976144
2025-03-19,JPM,0.0
2025-03-19,META,0.0
2025-03-19,MSFT,0.0
2025-03-19,NVDA,0.2333992915642925
2025-03-19,TSLA,0.09460163560451616
2025-03-19,V,0.0
2025-03-20,AAPL,0.0
2025-03-20,AMZN,0.23128080818501842
2025-03-20,GOOGL,0.41139634427522354
2025-03-20,JNJ,0.0
2025-03-20,JPM,0.0
2025-03-20,META,0.0
2025-03-20,MSFT,0.0
2025-03-20,NVDA,0.3299840580841014
2025-03-20,TSLA,0.02733878945565673
2025-03-20,V,0.0
2025-03-21,AAPL,0.1856342183058669
2025-03-21,AMZN,0.18499710748407444
2025-03-21,GOOGL,0.169285335153487
2025-03-21,JNJ,0.27313855406299375
2025-03-21,JPM,0.0
2025-03-21,META,0.0
2025-03-21,MSFT,0.0
2025-03-21,NVDA,0.15826011961013273
2025-03-21,TSLA,0.02868466538344526
2025-03-21,V,0.0
2025-03-24,AAPL,0.18126399256867903
2025-03-24,AMZN,0.14335694810929117
2025-03-24,GOOGL,0.14256656907545653
2025-03-24,JNJ,0.3789212818939278
2025-03-24,JPM,0.0
2025-03-24,META,0.0
2025-03-24,MSFT,0.0
2025-03-24,NVDA,0.12125343085793737
2025-03-24,TSLA,0.03263777749470821
2025-03-24,V,0.0
2025-03-25,AAPL,0.1653620460821435
2025-03-25,AMZN,0.2062421345030301
2025-03-25,GOOGL,0.1482567259021592
2025-03-25,JNJ,0.2555922110953266
2025-03-25,JPM,0.0
2025-03-25,META,0.0
2025-03-25,MSFT,0.0
2025-03-25,NVDA,0.1588459034316394
2025-03-25,TSLA,0.06570097898570114
2025-03-25,V,0.0
2025-03-26,AAPL,0.2027471545007968
2025-03-26,AMZN,0.12781075262340935
2025-03-26,GOOGL,0.06967158263989531
2025-03-26,JNJ,0.4632377359151114
2025-03-26,JPM,0.0
2025-03-26,META,0.0
2025-03-26,MSFT,0.0
2025-03-26,NVDA,0.07821147593205545
2025-03-26,TSLA,0.058321298388731665
2025-03-26,V,0.0
2025-03-27,AAPL,0.08667606680770523
2025-03-27,AMZN,0.15574814280960064
2025-03-27,GOOGL,0.1509865189093352
2025-03-27,JNJ,0.3846874012050621
2025-03-27,JPM,0.0
2025-03-27,META,0.0
2025-03-27,MSFT,0.0
2025-03-27,NVDA,0.22190187026829689
2025-03-27,TSLA,0.0
2025-03-27,V,0.0
2025-03-28,AAPL,0.14988500857867784
2025-03-28,AMZN,0.17245178858272414
2025-03-28,GOOGL,0.33065527686609425
2025-03-28,JNJ,0.10634305231318629
2025-03-28,JPM,0.0
2025-03-28,META,0.0
2025-03-28,MSFT,0.0
2025-03-28,NVDA,0.20911570189598958
2025-03-28,TSLA,0.031549171763327936
2025-03-28,V,0.0
2025-03-31,AAPL,0.07309946142901147
2025-03-31,AMZN,0.23124537875532786
2025-03-31,GOOGL,0.43809154193647004
2025-03-31,JNJ,0.0
2025-03-31,JPM,0.11824118683802047
2025-03-31,META,0.0
2025-03-31,MSFT,0.0
2025-03-31,NVDA,0.1393224310411701
2025-03-31,TSLA,0.0
2025-03-31,V,0.0
2025-04-01,AAPL,0.19336687786856696
2025-04-01,AMZN,0.2319409430101425
2025-04-01,GOOGL,0.2311885215874957
2025-04-01,JNJ,0.177023161204636
2025-04-01,JPM,0.022912419038246947
2025-04-01,META,0.0
2025-04-01,MSFT,0.0
2025-04-01,NVDA,0.10048374927588959
2025-04-01,TSLA,0.04308432801502224
2025-04-01,V,0.0
2025-04-02,AAPL,0.008138260694300353
2025-04-02,AMZN,0.18211247904367017
2025-04-02,GOOGL,0.13211682914587838
2025-04-02,JNJ,0.5157432796944421
2025-04-02,JPM,0.0
2025-04-02,META,0.0
2025-04-02,MSFT,0.0
2025-04-02,NVDA,0.1320529967397798
2025-04-02,TSLA,0.029836154681929253
2025-04-02,V,0.0
2025-04-03,AAPL,0.1100007288060628
2025-04-03,AMZN,0.09378458837891344
2025-04-03,GOOGL,0.044026059038367274
2025-04-03,JNJ,0.6700633666534181
2025-04-03,JPM,0.0
2025-04-03,META,0.0
2025-04-03,MSFT,0.0
2025-04-03,NVDA,0.06936824133687593
2025-04-03,TSLA,0.012757015786362227
2025-04-03,V,0.0
2025-04-04,AAPL,0.4352660866182425
2025-04-04,AMZN,0.05095337592256126
2025-04-04,GOOGL,0.2066763450862863
2025-04-04,JNJ,0.044724719576768567
2025-04-04,JPM,0.15794670923378698
2025-04-04,META,0.0
2025-04-04,MSFT,0.0
2025-04-04,NVDA,0.10443276356235431
2025-04-04,TSLA,0.0
2025-04-04,V,0.0
2025-04-07,AAPL,0.28493890464954913
2025-04-07,AMZN,0.20931167792498284
2025-04-07,GOOGL,0.09391662862721098
2025-04-07,JNJ,0.16096266445707744
2025-04-07,JPM,0.1437917444780365
2025-04-07,META,0.0
2025-04-07,MSFT,0.0
2025-04-07,NVDA,0.10707837986314314
2025-04-07,TSLA,0.0
2025-04-07,V,0.0
2025-04-08,AAPL,0.38678714319776925
2025-04-08,AMZN,0.05216657179894714
2025-04-08,GOOGL,0.07133527767971426
2025-04-08,JNJ,0.4034543995517542
2025-04-08,JPM,0.0
2025-04-08,META,0.0
2025-04-08,MSFT,0.0
2025-04-08,NVDA,0.06699585549266049
2025-04-08,TSLA,0.01926075227915468
2025-04-08,V,0.0
2025-04-09,AAPL,0.6271508741521074
2025-04-09,AMZN,0.12973717983496738
2025-04-09,GOOGL,0.03981455739100672
2025-04-09,JNJ,0.09391193229203877
2025-04-09,JPM,0.04058488873758878
2025-04-09,META,0.0
2025-04-09,MSFT,0.0
2025-04-09,NVDA,0.04364789115282636
2025-04-09,TSLA,0.025152676439464557
2025-04-09,V,0.0
2025-04-10,AAPL,0.0
2025-04-10,AMZN,0.209481258766408
2025-04-10,GOOGL,0.19703437967406381
2025-04-10,JNJ,0.3559943892672274
2025-04-10,JPM,0.05586994710793168
2025-04-10,META,0.0
2025-04-10,MSFT,0.0
2025-04-10,NVDA,0.18162002518436912
2025-04-10,TSLA,0.0
2025-04-10,V,0.0
2025-04-11,AAPL,0.0
2025-04-11,AMZN,0.0
2025-04-11,GOOGL,0.41452793374291275
2025-04-11,JNJ,0.0
2025-04-11,JPM,0.0
2025-04-11,META,0.0
2025-04-11,MSFT,0.42475553224131274
2025-04-11,NVDA,0.16071653401577457
2025-04-11,TSLA,0.0
2025-04-11,V,0.0
2025-04-14,AAPL,0.31445362952976297
2025-04-14,AMZN,0.14714745566382173
2025-04-14,GOOGL,0.12777020766253905
2025-04-14,JNJ,0.30308734959547257
2025-04-14,JPM,0.009070932299468207
2025-04-14,META,0.0
2025-04-14,MSFT,0.0
2025-04-14,NVDA,0.08958526157600746
2025-04-14,TSLA,0.008885163672927984
2025-04-14,V,0.0
2025-04-15,AAPL,0.0
2025-04-15,AMZN,0.24855045312819732
2025-04-15,GOOGL,0.36710486673969456
2025-04-15,JNJ,0.19672374048298905
2025-04-15,JPM,0.0
2025-04-15,META,0.0
2025-04-15,MSFT,0.0
2025-04-15,NVDA,0.15311085985710635
2025-04-15,TSLA,0.034510079792012746
2025-04-15,V,0.0
2025-04-16,AAPL,0.2159538188103283
2025-04-16,AMZN,0.24183131546820405
2025-04-16,GOOGL,0.1271492122617145
2025-04-16,JNJ,0.14765088184024974
2025-04-16,JPM,0.1006564155211615
2025-04-16,META,0.0
2025-04-16,MSFT,0.0
2025-04-16,NVDA,0.1348101090534063
2025-04-16,TSLA,0.03194824704493576
2025-04-16,V,0.0
2025-04-17,AAPL,0.30270556455679704
2025-04-17,AMZN,0.16012785658656062
2025-04-17,GOOGL,0.20270880153257026
2025-04-17,JNJ,0.18513727851978903
2025-04-17,JPM,0.051064926844504414
2025-04-17,META,0.0
2025-04-17,MSFT,0.0
2025-04-17,NVDA,0.09825557195977866
2025-04-17,TSLA,0.0
2025-04-17,V,0.0
2025-04-21,AAPL,0.2677033187444668
2025-04-21,AMZN,0.22006726218435604
2025-04-21,GOOGL,0.09829550556092514
2025-04-21,JNJ,0.16396355667612794
2025-04-21,JPM,0.0
2025-04-21,META,0.0
2025-04-21,MSFT,0.0
2025-04-21,NVDA,0.22925576495210537
2025-04-21,TSLA,0.020714591882018803
2025-04-21,V,0.0
2025-04-22,AAPL,0.0649100058777822
2025-04-22,AMZN,0.3109103227258154
2025-04-22,GOOGL,0.25039397127947877
2025-04-22,JNJ,0.015030912208044445
2025-04-22,JPM,0.0
2025-04-22,META,0.0
2025-04-22,MSFT,0.0
2025-04-22,NVDA,0.35564789596449153
2025-04-22,TSLA,0.0031068919443877968
2025-04-22,V,0.0
2025-04-23,AAPL,0.16038373916999135
2025-04-23,AMZN,0.13168222716136285
2025-04-23,GOOGL,0.196128075219452
2025-04-23,JNJ,0.3302543871187726
2025-04-23,JPM,0.0
2025-04-23,META,0.0
2025-04-23,MSFT,0.0
2025-04-23,NVDA,0.17552188912967637
2025-04-23,TSLA,0.006029682200744783
2025-04-23,V,0.0
2025-04-24,AAPL,0.20328530405919756
2025-04-24,AMZN,0.18800888649585173
2025-04-24,GOOGL,0.20334763713532422
2025-04-24,JNJ,0.3153581197475675
2025-04-24,JPM,0.0
2025-04-24,META,0.0
2025-04-24,MSFT,0.0
2025-04-24,NVDA,0.08296036539728474
2025-04-24,TSLA,0.007039687164774175
2025-04-24,V,0.0
2025-04-25,AAPL,0.15520578232921511
2025-04-25,AMZN,0.18991174818554563
2025-04-25,GOOGL,0.13589074427782435
2025-04-25,JNJ,0.37725380126906555
2025-04-25,JPM,0.0
2025-04-25,META,0.0
2025-04-25,MSFT,0.0
2025-04-25,NVDA,0.09689400636266016
2025-04-25,TSLA,0.044843917575689236
2025-04-25,V,0.0
2025-04-28,AAPL,0.1159159233371762
2025-04-28,AMZN,0.13485211371593153
2025-04-28,GOOGL,0.22581425604129648
2025-04-28,JNJ,0.3223391782417787
2025-04-28,JPM,0.0
2025-04-28,META,0.0
2025-04-28,MSFT,0.0
2025-04-28,NVDA,0.1535761044668382
2025-04-28,TSLA,0.04750242419697888
2025-04-28,V,0.0
2025-04-29,AAPL,0.3852557611833478
2025-04-29,AMZN,0.1408501638680978
2025-04-29,GOOGL,0.1643720957896899
2025-04-29,JNJ,0.19444988300120097
2025-04-29,JPM,0.005996805987154782
2025-04-29,META,0.0
2025-04-29,MSFT,0.0
2025-04-29,NVDA,0.1063914354541817
2025-04-29,TSLA,0.0026838547163270422
2025-04-29,V,0.0
2025-04-30,AAPL,0.27061381241770144
2025-04-30,AMZN,0.20815756079650682
2025-04-30,GOOGL,0.2338166136078111
2025-04-30,JNJ,0.132003363139216
2025-04-30,JPM,0.0
2025-04-30,META,0.0
2025-04-30,MSFT,0.0
2025-04-30,NVDA,0.15540865003876447
2025-04-30,TSLA,0.0
2025-04-30,V,0.0
2025-05-01,AAPL,0.2668470361509283
2025-05-01,AMZN,0.22547641067752344
2025-05-01,GOOGL,0.20529801284844731
2025-05-01,JNJ,0.18414417519457946
2025-05-01,JPM,0.01133910103071471
2025-05-01,META,0.0
2025-05-01,MSFT,0.0
2025-05-01,NVDA,0.10689526409780668
2025-05-01,TSLA,0.0
2025-05-01,V,0.0
2025-05-02,AAPL,0.2897110140483419
2025-05-02,AMZN,0.2734250019418374
2025-05-02,GOOGL,0.15749080341439498
2025-05-02,JNJ,0.09304743940719655
2025-05-02,JPM,0.005550518758483244
2025-05-02,META,0.0
2025-05-02,MSFT,0.0
2025-05-02,NVDA,0.13311409446683758
2025-05-02,TSLA,0.04766112796290839
2025-05-02,V,0.0
2025-05-05,AAPL,0.49438426230016025
2025-05-05,AMZN,0.17201971826742765
2025-05-05,GOOGL,0.05844899743204498
2025-05-05,JNJ,0.18335745604620524
2025-05-05,JPM,0.0
2025-05-05,META,0.0
2025-05-05,MSFT,0.0
2025-05-05,NVDA,0.0889126427697917
2025-05-05,TSLA,0.0028769231843702218
2025-05-05,V,0.0
2025-05-06,AAPL,0.5509199214867896
2025-05-06,AMZN,0.19288872509722443
2025-05-06,GOOGL,0.07759576557515484
2025-05-06,JNJ,0.07449764308886048
2025-05-06,JPM,0.0
2025-05-06,META,0.0
2025-05-06,MSFT,0.0
2025-05-06,NVDA,0.10006610384725398
2025-05-06,TSLA,0.004031840904716709
2025-05-06,V,0.0
2025-05-07,AAPL,0.23440593754457262
2025-05-07,AMZN,0.1527626178864655
2025-05-07,GOOGL,0.11303253790433769
2025-05-07,JNJ,0.336076984444661
2025-05-07,JPM,0.0
2025-05-07,META,0.0
2025-05-07,MSFT,0.0
2025-05-07,NVDA,0.1371838337182413
2025-05-07,TSLA,0.026538088501721877
2025-05-07,V,0.0
2025-05-08,AAPL,0.18052147588536488
2025-05-08,AMZN,0.0618982407246263
2025-05-08,GOOGL,0.6141491228410829
