date,ticker,sentiment_mean
2023-01-01,AMZN,-0.946110250428319
2023-01-01,GOOGL,0.0853149089962244
2023-01-01,META,0.453584561124444
2023-01-01,NVDA,0.0094676436856389
2023-01-01,V,0.5686326172823707
2023-01-02,AAPL,-0.3184336358681321
2023-01-02,AMZN,0.2481428757309913
2023-01-02,JPM,-0.9159451611340046
2023-01-02,META,0.1329632239649072
2023-01-02,MSFT,-0.2513024359941482
2023-01-02,NVDA,-0.2077512461692094
2023-01-02,TSLA,-0.0566858276724815
2023-01-02,V,0.0206822439795359
2023-01-03,AAPL,-0.1979685089318081
2023-01-03,AMZN,0.0701143983751535
2023-01-03,GOOGL,-0.4213930858920018
2023-01-03,JNJ,0.2939763320609927
2023-01-03,JPM,-0.0277176772554715
2023-01-03,META,0.0644082145765423
2023-01-03,MSFT,0.1599397016689181
2023-01-03,NVDA,0.2717964212099711
2023-01-03,TSLA,-0.0788922508247196
2023-01-03,V,0.3025678542132179
2023-01-04,AAPL,-0.289181652230521
2023-01-04,AMZN,0.004686776199378
2023-01-04,GOOGL,0.0154188855861624
2023-01-04,JNJ,0.1720059990882873
2023-01-04,JPM,0.0242303926497697
2023-01-04,META,-0.1194059568767746
2023-01-04,MSFT,-0.4969207653775811
2023-01-04,NVDA,0.0186304319649934
2023-01-04,TSLA,-0.5085558338711659
2023-01-04,V,0.1385660706087947
2023-01-05,AAPL,0.0081240699160844
2023-01-05,AMZN,-0.6852142697665841
2023-01-05,GOOGL,0.0742905228585004
2023-01-05,JNJ,0.0104275740062197
2023-01-05,JPM,-0.441328139975667
2023-01-05,META,-0.1237556142732501
2023-01-05,MSFT,-0.4663463672623038
2023-01-05,NVDA,0.5479482606053352
2023-01-05,V,0.159483989351429
2023-01-06,AAPL,-0.1490320853888988
2023-01-06,AMZN,-0.1586573808453977
2023-01-06,GOOGL,0.1632334147579968
2023-01-06,JNJ,0.4338023072729508
2023-01-06,JPM,-0.3083222401328385
2023-01-06,META,0.2874917906398574
2023-01-06,MSFT,0.061240698210895
2023-01-06,TSLA,-0.1123763546347618
2023-01-06,V,0.230908952280879
2023-01-07,AAPL,0.0286341203997532
2023-01-07,AMZN,0.2477177130058407
2023-01-07,JNJ,0.1666092043742537
2023-01-07,JPM,0.0175750616937875
2023-01-07,MSFT,-0.6114120632410049
2023-01-07,NVDA,0.3620375357568264
2023-01-07,TSLA,-0.601588012650609
2023-01-07,V,0.1552285764366388
2023-01-08,AAPL,0.3022033848489324
2023-01-08,AMZN,0.0460065780207514
2023-01-08,GOOGL,0.0921933031640946
2023-01-08,JNJ,0.0563702788203954
2023-01-08,JPM,-0.0130262058228254
2023-01-08,META,-0.628841819986701
2023-01-08,MSFT,0.4678073381073773
2023-01-08,NVDA,0.2913752645254135
2023-01-08,TSLA,-0.2358902938663959
2023-01-08,V,0.3396808549761772
2023-01-09,AAPL,0.0241084299050271
2023-01-09,AMZN,0.3703735728437702
2023-01-09,GOOGL,-0.1227102149277925
2023-01-09,JNJ,-0.2912093242630362
2023-01-09,JPM,-0.5336238206364214
2023-01-09,META,-0.2549546405983467
2023-01-09,MSFT,0.6946368928998709
2023-01-09,NVDA,0.2029375159181654
2023-01-09,TSLA,-0.2634984218205015
2023-01-09,V,0.2889135451987386
2023-01-10,AAPL,0.223908689390454
2023-01-10,AMZN,-0.1357856979593634
2023-01-10,GOOGL,0.0655254333590467
2023-01-10,JNJ,-0.3261844427324831
2023-01-10,JPM,0.1630926756188273
2023-01-10,META,0.1953996018817027
2023-01-10,MSFT,-0.0148110750964597
2023-01-10,NVDA,0.1001661933648089
2023-01-10,TSLA,-0.0720854592509567
2023-01-10,V,0.0480799546930938
2023-01-11,AAPL,-0.0504546434967778
2023-01-11,AMZN,0.3052355274558067
2023-01-11,GOOGL,0.0448754474690014
2023-01-11,JNJ,-0.0731265512295067
2023-01-11,JPM,0.0704838208233316
2023-01-11,META,0.1378071121871471
2023-01-11,MSFT,0.4445427870377898
2023-01-11,NVDA,-0.1169991961214691
2023-01-11,TSLA,0.2994130104780197
2023-01-11,V,0.379219701886177
2023-01-12,AAPL,0.0188020525281043
2023-01-12,AMZN,-0.0797296177426522
2023-01-12,GOOGL,-0.6134814161009022
2023-01-12,JNJ,-0.0232943831942975
2023-01-12,JPM,-0.1138959579463852
2023-01-12,META,-0.765037702396512
2023-01-12,MSFT,0.1209964887239039
2023-01-12,NVDA,-0.184286212005342
2023-01-12,TSLA,0.0219813700765371
2023-01-12,V,0.2782287518881882
2023-01-13,AAPL,0.072629470585121
2023-01-13,AMZN,-0.230344274546951
2023-01-13,GOOGL,-0.3012379767373204
2023-01-13,JNJ,-0.1185621885981943
2023-01-13,JPM,-0.0035507740069399
2023-01-13,META,-0.2649415351916104
2023-01-13,MSFT,-0.3384028798900544
2023-01-13,NVDA,0.0540017988532781
2023-01-13,TSLA,-0.5685149650089443
2023-01-13,V,0.4826368076416353
2023-01-14,AMZN,-0.1073210616596043
2023-01-14,GOOGL,-0.8243492841720581
2023-01-14,JNJ,0.3546706438064575
2023-01-14,JPM,0.1818783745790521
2023-01-14,META,-0.4393790978938341
2023-01-14,MSFT,0.0512351170182228
2023-01-14,NVDA,0.3590763686224818
2023-01-14,TSLA,0.7520738439634442
2023-01-14,V,0.0376149814110249
2023-01-15,AAPL,-0.3001274202639858
2023-01-15,AMZN,0.0515534975565969
2023-01-15,GOOGL,0.002730444073677
2023-01-15,JNJ,0.0420991323356117
2023-01-15,JPM,0.0419512644875794
2023-01-15,META,0.183444463647902
2023-01-15,NVDA,0.1744118421338498
2023-01-15,TSLA,0.075578013745447
2023-01-15,V,0.1976063027046621
2023-01-16,AAPL,0.2423713812604546
2023-01-16,AMZN,0.8491238164715469
2023-01-16,JNJ,0.0217624045908451
2023-01-16,JPM,0.0042893725913017
2023-01-16,META,-0.4303220082074404
2023-01-16,MSFT,-0.8595139505341649
2023-01-16,NVDA,0.2022627715021371
2023-01-16,TSLA,-0.0071321856230497
2023-01-16,V,0.1940416369794143
2023-01-17,AAPL,-0.0074875496793538
2023-01-17,AMZN,0.0107046957127749
2023-01-17,GOOGL,0.780635972507298
2023-01-17,JNJ,0.0190054424107074
2023-01-17,JPM,-0.1327735971659422
2023-01-17,META,-0.9471338307484984
2023-01-17,MSFT,-0.4154964934568852
2023-01-17,NVDA,0.2503991028707888
2023-01-17,TSLA,0.0121439676731824
2023-01-17,V,0.1993616857299847
2023-01-18,AAPL,-0.1124130440293811
2023-01-18,AMZN,0.2274381120999654
2023-01-18,GOOGL,0.0172393396496772
2023-01-18,JNJ,0.0271026624366641
2023-01-18,JPM,0.0607888376107439
2023-01-18,META,-0.6138077833068868
2023-01-18,MSFT,-0.8152174000543627
2023-01-18,NVDA,-0.0078190967130164
2023-01-18,TSLA,0.0171843144344165
2023-01-18,V,0.2004414097490635
2023-01-19,AAPL,0.1574892284697853
2023-01-19,AMZN,-0.30626319674775
2023-01-19,GOOGL,0.2978923528765638
2023-01-19,JNJ,-0.0101073913586636
2023-01-19,JPM,-0.0669076463038271
2023-01-19,META,0.2345638528466224
2023-01-19,MSFT,-0.6363190946285613
2023-01-19,NVDA,-0.022516277352614
2023-01-19,TSLA,-0.1776130391284823
2023-01-19,V,0.0016167648136615
2023-01-20,AAPL,0.0243116117198951
2023-01-20,AMZN,-0.0949094408812622
2023-01-20,GOOGL,-0.3039544872008264
2023-01-20,JNJ,0.2877167979255318
2023-01-20,JPM,0.201642426662147
2023-01-20,META,0.020321807047973
2023-01-20,MSFT,0.0724228424951434
2023-01-20,NVDA,-0.3604019500315189
2023-01-20,TSLA,0.2614090683470879
2023-01-20,V,0.0500875948928296
2023-01-21,GOOGL,-0.3306962940841913
2023-01-21,JNJ,0.0363736115396022
2023-01-21,JPM,0.107960402034223
2023-01-21,META,-0.4912480982020497
2023-01-21,MSFT,-0.0282673304900527
2023-01-21,NVDA,0.1179247790326674
2023-01-21,TSLA,0.2632808163762092
2023-01-21,V,0.0241852266093095
2023-01-22,AAPL,0.0280532389879226
2023-01-22,AMZN,-0.3320011426694691
2023-01-22,JPM,-0.0769233743970592
2023-01-22,META,0.4487100429832935
2023-01-22,MSFT,0.1515006017871201
2023-01-22,NVDA,0.5981256688634554
2023-01-22,TSLA,-0.2633019981440156
2023-01-22,V,0.1447896133176982
2023-01-23,AAPL,0.2909991208135205
2023-01-23,AMZN,0.4777897639820973
2023-01-23,GOOGL,-0.4421845154008931
2023-01-23,JNJ,0.2483060226465265
2023-01-23,JPM,0.0669205756857991
2023-01-23,META,-0.5049509442566583
2023-01-23,MSFT,0.3437537158218522
2023-01-23,NVDA,0.1220631646251099
2023-01-23,TSLA,-0.3978521572425961
2023-01-23,V,0.1565850380808115
2023-01-24,AAPL,0.3124638169538229
2023-01-24,AMZN,0.0278097363188862
2023-01-24,GOOGL,-0.4448752711482701
2023-01-24,JNJ,-0.0450623165816068
2023-01-24,JPM,-0.0728740102301041
2023-01-24,META,-0.4350218751933425
2023-01-24,MSFT,-0.0477478111755441
2023-01-24,NVDA,0.2493606422924333
2023-01-24,TSLA,-0.1084632494797309
2023-01-24,V,0.1940458130889705
2023-01-25,AAPL,0.1937847482040524
2023-01-25,AMZN,-0.4394250556028315
2023-01-25,GOOGL,-0.5840820933485197
2023-01-25,JNJ,0.1351849322340318
2023-01-25,JPM,0.111880388110876
2023-01-25,META,-0.2362273528706282
2023-01-25,MSFT,-0.5369269190770056
2023-01-25,NVDA,0.0930968866450712
2023-01-25,TSLA,-0.006709425865362
2023-01-25,V,0.2732664746831038
2023-01-26,AAPL,-0.1513817546268304
2023-01-26,AMZN,0.0982512089734276
2023-01-26,GOOGL,-0.0045595960691571
2023-01-26,JNJ,0.0310150060270513
2023-01-26,JPM,0.2702058143913746
2023-01-26,META,-0.0980736248727355
2023-01-26,MSFT,-0.008138644353797
2023-01-26,NVDA,0.1816149936988949
2023-01-26,TSLA,0.3389588534832001
2023-01-26,V,0.2900297373363917
2023-01-27,AAPL,0.0211729115939566
2023-01-27,AMZN,-0.0039687200915068
2023-01-27,GOOGL,-0.0346326681060923
2023-01-27,JNJ,0.0032729096710681
2023-01-27,JPM,-0.2852463891729712
2023-01-27,META,0.0739510683342814
2023-01-27,MSFT,-0.0010526273399591
2023-01-27,NVDA,-0.17981426200519
2023-01-27,TSLA,-0.1319251502440734
2023-01-27,V,0.2105058118619996
2023-01-28,AAPL,0.3771521113812923
2023-01-28,AMZN,0.0803561732172966
2023-01-28,GOOGL,-0.2198452974359194
2023-01-28,JNJ,0.1362540433183312
2023-01-28,META,0.3181481584906578
2023-01-28,NVDA,0.0376217957319957
2023-01-28,TSLA,-0.7384309135377407
2023-01-28,V,0.1152607995484556
2023-01-29,AAPL,-0.4046452853363007
2023-01-29,AMZN,-0.0128507407551462
2023-01-29,GOOGL,0.385228123050183
2023-01-29,JNJ,-0.0847805067896843
2023-01-29,META,0.147611353546381
2023-01-29,NVDA,-0.2586837553729613
2023-01-29,TSLA,-0.2381664723423975
2023-01-29,V,0.1258916473016142
2023-01-30,AAPL,-0.1806010565805164
2023-01-30,AMZN,0.5355629101395607
2023-01-30,JNJ,-0.4174431606873192
2023-01-30,JPM,0.3736983267590403
2023-01-30,META,-0.3910560835418956
2023-01-30,MSFT,-0.4337862534448504
2023-01-30,NVDA,-0.0167276436462998
2023-01-30,TSLA,-0.2345466928867002
2023-01-30,V,0.0035269688814878
2023-01-31,AAPL,-0.2151165820865167
2023-01-31,AMZN,-0.0326473657623864
2023-01-31,GOOGL,-0.0596201426603577
2023-01-31,JNJ,-0.5450755612924695
2023-01-31,JPM,-0.2013901460915804
2023-01-31,META,-0.0084214549925592
2023-01-31,MSFT,0.0849306516779156
2023-01-31,NVDA,0.2676569011062383
2023-01-31,TSLA,-0.2506929691437454
2023-01-31,V,0.3665320131306847
2023-02-01,AAPL,-0.050257989950478
2023-02-01,AMZN,-0.0754698780365288
2023-02-01,GOOGL,-0.318088299036026
2023-02-01,JNJ,-0.1065412819799449
2023-02-01,JPM,0.1254863938730624
2023-02-01,META,0.1575423853420135
2023-02-01,MSFT,0.4446497943252325
2023-02-01,NVDA,0.1253011938450592
2023-02-01,TSLA,-0.0293536526574329
2023-02-01,V,-0.0381940447592309
2023-02-02,AAPL,-0.1200512929216903
2023-02-02,AMZN,-0.1019739116756962
2023-02-02,GOOGL,-0.4659192209894007
2023-02-02,JNJ,0.1470539182690637
2023-02-02,JPM,-0.031615255607499
2023-02-02,META,0.1642649435671046
2023-02-02,MSFT,0.2140649884407009
2023-02-02,NVDA,0.3031203586918612
2023-02-02,TSLA,-0.2519482048228383
2023-02-02,V,0.1878412688771883
2023-02-03,AAPL,-0.1987787903143236
2023-02-03,AMZN,-0.4970223263371736
2023-02-03,GOOGL,-0.3347102640196681
2023-02-03,JNJ,-0.0098002024672248
2023-02-03,JPM,-0.0908489255234599
2023-02-03,META,-0.0349352587014436
2023-02-03,MSFT,-0.8147738384496834
2023-02-03,NVDA,-0.179912225343287
2023-02-03,TSLA,0.3040847962256521
2023-02-03,V,0.2883710366828988
2023-02-04,AAPL,-0.0294264391995966
2023-02-04,JNJ,-0.32375852111727
2023-02-04,JPM,-0.3161359252408147
2023-02-04,META,0.780570859555155
2023-02-04,MSFT,0.3652556105516851
2023-02-04,NVDA,-0.8843902284279466
2023-02-04,V,-0.0786335871089249
2023-02-05,AAPL,0.0637232018634677
2023-02-05,AMZN,0.0115719855363879
2023-02-05,GOOGL,0.006000713367636
2023-02-05,JNJ,0.1336215741932392
2023-02-05,META,0.3729198630899191
2023-02-05,MSFT,-0.0118766556804378
2023-02-05,NVDA,0.0488861848910649
2023-02-05,TSLA,0.8658534288406372
2023-02-05,V,0.3026559827849269
2023-02-06,AAPL,-0.0663358783349394
2023-02-06,AMZN,0.1625876373478344
2023-02-06,GOOGL,-0.3606441747397184
2023-02-06,JNJ,0.0184132479397313
2023-02-06,JPM,-0.1812058373664816
2023-02-06,META,-0.2765191232954914
2023-02-06,MSFT,0.2788280536575864
2023-02-06,NVDA,0.4215944716706872
2023-02-06,TSLA,0.1830077784135937
2023-02-06,V,0.2814039594183365
2023-02-07,AAPL,-0.0811594145372509
2023-02-07,AMZN,-0.1571618604163328
2023-02-07,GOOGL,0.1954163314242448
2023-02-07,JNJ,0.2454571745668848
2023-02-07,JPM,0.0060761266980658
2023-02-07,META,-0.4441350260749459
2023-02-07,MSFT,0.4260264014426086
2023-02-07,NVDA,0.439384075295594
2023-02-07,TSLA,0.5981633805204183
2023-02-07,V,0.2354933800589707
