date,ticker,w_BL_LSTM,w_EW,w_Sent,w_MV
2025-01-17,AAPL,0.21195491725622237,0.1,0.0,0.12648826229059965
2025-01-17,AMZN,0.15171472378878972,0.1,0.03251071273542875,0.012952030319828606
2025-01-17,GOOGL,0.1885640533191234,0.1,0.0806650765844433,0.0
2025-01-17,JNJ,0.0,0.1,0.16658169411588636,0.0
2025-01-17,JPM,0.25538757011265706,0.1,0.19645967295746566,0.27863953480048076
2025-01-17,META,0.0,0.1,0.0,0.2447720701710891
2025-01-17,MSFT,0.0,0.1,0.16622630385629197,0.0
2025-01-17,NVDA,0.19237873552320756,0.1,0.06248717362044025,0.18037418510814873
2025-01-17,TSLA,0.0,0.1,0.09407881568667606,0.0
2025-01-17,V,0.0,0.1,0.20099055044336772,0.15677391730985324
2025-01-21,AAPL,0.24310357569165988,0.1,0.0,0.12648826229059965
2025-01-21,AMZN,0.1432508980424376,0.1,0.20876898300780217,0.012952030319828606
2025-01-21,GOOGL,0.19028399280930788,0.1,0.03527836184246505,0.0
2025-01-21,JNJ,0.053659640500246054,0.1,0.16637071028745323,0.0
2025-01-21,JPM,0.1739059192635908,0.1,0.003252677351225441,0.27863953480048076
2025-01-21,META,0.0,0.1,0.08508021751195714,0.2447720701710891
2025-01-21,MSFT,0.0,0.1,0.3427697660732818,0.0
2025-01-21,NVDA,0.19579597369275784,0.1,0.150960647488312,0.18037418510814873
2025-01-21,TSLA,0.0,0.1,0.007518636437503198,0.0
2025-01-21,V,0.0,0.1,0.0,0.15677391730985324
2025-01-22,AAPL,0.22698050825674992,0.1,0.2595039221193214,0.12648826229059965
2025-01-22,AMZN,0.1444692274029842,0.1,0.1126193505984096,0.012952030319828606
2025-01-22,GOOGL,0.2538346300161526,0.1,0.0,0.0
2025-01-22,JNJ,0.0,0.1,0.115532926864396,0.0
2025-01-22,JPM,0.19481234890423801,0.1,0.0,0.27863953480048076
2025-01-22,META,0.0,0.1,0.061540178692722866,0.2447720701710891
2025-01-22,MSFT,0.0,0.1,0.13149604878802953,0.0
2025-01-22,NVDA,0.17990328541987524,0.1,0.24247717557463355,0.18037418510814873
2025-01-22,TSLA,0.0,0.1,0.0,0.0
2025-01-22,V,0.0,0.1,0.07683039736248697,0.15677391730985324
2025-01-23,AAPL,0.13925112905772757,0.1,8.896192108897947e-05,0.12648826229059965
2025-01-23,AMZN,0.1265868278561317,0.1,0.0,0.012952030319828606
2025-01-23,GOOGL,0.18899315243222467,0.1,0.02327751315686241,0.0
2025-01-23,JNJ,0.26621471989066603,0.1,0.04400703323667329,0.0
2025-01-23,JPM,0.025353076766174633,0.1,0.07092785968389952,0.27863953480048076
2025-01-23,META,0.0,0.1,0.09691021992220887,0.2447720701710891
2025-01-23,MSFT,0.0,0.1,0.18626891183567298,0.0
2025-01-23,NVDA,0.13634567154807412,0.1,0.0,0.18037418510814873
2025-01-23,TSLA,0.02596523406669338,0.1,0.4828171787548979,0.0
2025-01-23,V,0.0912901883823079,0.1,0.09570232148869609,0.15677391730985324
2025-01-24,AAPL,0.21641364320492612,0.1,0.00016320821229008837,0.12648826229059965
2025-01-24,AMZN,0.23923871292906504,0.1,0.15881043184901672,0.012952030319828606
2025-01-24,GOOGL,0.28968161338374643,0.1,0.31352517407041386,0.0
2025-01-24,JNJ,0.0,0.1,0.15016873715064788,0.0
2025-01-24,JPM,0.0,0.1,0.0,0.27863953480048076
2025-01-24,META,0.0,0.1,0.08693474237074356,0.2447720701710891
2025-01-24,MSFT,0.0,0.1,0.2903977063468879,0.0
2025-01-24,NVDA,0.17311356992978083,0.1,0.0,0.18037418510814873
2025-01-24,TSLA,0.004317344194619911,0.1,0.0,0.0
2025-01-24,V,0.07723511635786161,0.1,0.0,0.15677391730985324
2025-01-27,AAPL,0.14553771973447283,0.1,0.0,0.12648826229059965
2025-01-27,AMZN,0.22948454512400918,0.1,0.19602574403288908,0.012952030319828606
2025-01-27,GOOGL,0.24996514303517575,0.1,0.18132158579998342,0.0
2025-01-27,JNJ,0.04998273471823392,0.1,0.0,0.0
2025-01-27,JPM,0.0,0.1,1.6440577204040273e-05,0.27863953480048076
2025-01-27,META,0.0,0.1,0.13127825552748812,0.2447720701710891
2025-01-27,MSFT,0.0,0.1,0.03390385106111336,0.0
