date,ret_BL_RNN,cum_BL_RNN
2025-06-16,0.009599700506434893,0.9983174584917263
2025-06-17,-0.0013600094370728741,0.9969597373269828
2025-06-18,1.430227836935056e-05,0.9969739961226691
2025-06-20,-0.01149703812045024,0.9855117480841492
2025-06-23,0.010523957697322636,0.9958832320312012
2025-06-24,0.009539693870205965,1.00538365319525
2025-06-25,0.003098279736871147,1.0084986129957263
2025-06-26,0.006493912267581703,1.0150477145104984
2025-06-27,0.010750017847008004,1.0259594955570508
2025-06-30,0.001007587066580525,1.0269932390756096
2025-07-01,-0.0029035606887699017,1.0240113018789971
2025-07-02,0.004931667364478677,1.029061384997331
2025-07-03,0.01074484027469612,1.040118485211985
2025-07-07,-0.008441475573660396,1.0313383504253553
2025-07-08,-0.006039273222042675,1.0251098163427657
2025-07-09,0.010740546691192022,1.0361200561887944
2025-07-10,0.00016848570343921108,1.0362946276053089
2025-07-11,-0.0013420302035063833,1.034903888915331
2025-07-14,0.0014391304753286116,1.036393250640905
2025-07-15,0.0031845162256693956,1.0396936617637453
2025-07-16,0.003990600873878589,1.0438426641989458
2025-07-17,0.00750208230735755,1.0516736577816976
2025-07-18,0.003760913123153619,1.0556289110425237
2025-07-21,0.004941223471892861,1.0608450093953756
2025-07-22,-0.0014256499789202085,1.0593326157300935
2025-07-23,0.0026308747626142557,1.0621195871740319
2025-07-24,0.006597637474633491,1.0691270671649136
2025-07-25,0.0017463178798063294,1.0709941028780885
2025-07-28,-0.0015538185483660798,1.0693299723758458
2025-07-29,0.00015996695906204332,1.0695010298397605
2025-07-30,0.0006208592391866092,1.070165039435456
2025-07-31,0.007313901880696279,1.0779921215300383
2025-08-01,-0.02730097185085862,1.0485618889646993
2025-08-04,0.011045552471766267,1.0601438343291532
2025-08-05,-0.005508742904257488,1.0543037745043
2025-08-06,0.008021629770041502,1.0627610090485309
2025-08-07,-0.002108137599955935,1.0605205626055885
2025-08-08,0.01469941219812563,1.0761095914999161
2025-08-11,-0.0042286840021076655,1.071559064085826
2025-08-12,0.00904207706157517,1.0812481837193193
2025-08-13,-0.00037526236950329354,1.0808424319638756
2025-08-14,0.008342005245017096,1.0898588252003554
2025-08-15,-0.002708980674402068,1.086906418705061
2025-08-18,-0.0024157668099094413,1.0842807062532758
2025-08-19,-0.00905007534034362,1.0744678841716027
2025-08-20,-0.011390443980116459,1.0622292179285118
2025-08-21,-0.002709626419999493,1.0593509735755173
2025-08-22,0.016179028731296306,1.0764902434135224
2025-08-25,-0.0021108537154390906,1.074217929983579
2025-08-26,0.0014986460011673446,1.0758278023887313
2025-08-27,0.003069234493380103,1.07912977018876
2025-08-28,0.005344376877200749,1.084897046380056
2025-08-29,-0.005495168424988115,1.0789353543864255
2025-09-02,-0.00806355178356223,1.0702353032852145
2025-09-03,0.019905417439415474,1.0915387837555062
2025-09-04,0.010837540927328667,1.103368379998223
2025-09-05,-0.008403664846494229,1.0940960419304986
2025-09-08,0.0024114101189382352,1.0967343561971001
2025-09-09,0.0050809605754307385,1.102306820222658
2025-09-10,-0.007649878827645438,1.0938743066170675
2025-09-11,0.00646561789814491,1.1009468799122515
2025-09-12,0.006956605178953996,1.1086057326788024
2025-09-15,0.015921196198065764,1.126256062055082
2025-09-16,-0.0007512396206117852,1.125409973878312
2025-09-17,-0.001984354091173069,1.1231767619923998
2025-09-18,-0.001071390868414364,1.121973400665986
2025-09-19,0.013667478352436906,1.1373079478315984
2025-09-22,-8.894332943335751e-05,1.1372067918761273
2025-09-23,-0.01156419962737505,1.124055905517265
2025-09-24,-0.0036271594017329707,1.1199787755714945
2025-09-25,2.6589914778468726e-05,1.1200085557116906
2025-09-26,0.006975055295114181,1.1278206773187807
2025-09-29,0.002522513351378238,1.1306656200352776
2025-09-30,0.0005214077822117851,1.1312551578886434
2025-10-01,0.005217239530997932,1.1371571870180253
2025-10-02,-0.002422530828053527,1.1344023886761314
2025-10-03,0.0,1.1344023886761314
