date,ticker,sentiment_mean,n_articles,sentiment_label
2023-03-11,AAPL,-0.00277407363319065,2,neutral
2023-03-12,AAPL,-0.0018167434474017918,3,negative
2023-03-13,AAPL,0.32186559398946313,5,neutral
2023-03-14,AAPL,0.16685655630430013,7,neutral
2023-03-15,AAPL,0.015659935745929925,7,neutral
2023-03-16,AAPL,0.19312904377466264,14,neutral
2023-03-17,AAPL,0.667472117966355,5,positive
2023-03-18,AAPL,-0.0481114093893573,11,neutral
2023-03-19,AAPL,0.004287972087826129,10,neutral
2023-03-20,AAPL,0.2470687779190417,8,neutral
2023-03-21,AAPL,0.6056901668204432,5,positive
2023-03-22,AAPL,-0.0034350892819929,1,neutral
2023-03-24,AAPL,0.24911297163715085,3,neutral
2023-03-25,AAPL,0.02744411487680461,7,neutral
2023-03-26,AAPL,0.001771000059862027,17,neutral
2023-03-27,AAPL,0.15185076529268476,7,neutral
2023-03-28,AAPL,-0.7411122661198988,4,negative
2023-03-29,AAPL,0.1750115897985817,12,neutral
2023-03-30,AAPL,0.25047110803090633,8,neutral
2023-03-31,AAPL,-0.1590878196183307,6,negative
2023-04-01,AAPL,0.16650295975623308,12,neutral
2023-04-02,AAPL,0.49997540209829533,2,neutral
2023-04-03,AAPL,0.33272050417422355,9,neutral
2023-04-04,AAPL,0.14914071480550703,6,neutral
2023-04-05,AAPL,0.3350391104828504,10,neutral
2023-04-06,AAPL,0.11749730903420641,5,neutral
2023-04-07,AAPL,-0.33292570091468104,3,neutral
2023-04-08,AAPL,0.3329683131685215,3,neutral
2023-04-09,AAPL,0.33206187292013334,3,neutral
2023-04-10,AAPL,-0.2765409687069576,14,negative
2023-04-11,AAPL,-0.2661470349499506,16,negative
2023-04-12,AAPL,0.005504554819730515,11,neutral
2023-04-13,AAPL,0.20955133740211587,23,neutral
2023-04-14,AAPL,-0.1934792298980028,5,neutral
2023-04-16,AAPL,0.4334840477772844,8,neutral
2023-04-17,AAPL,0.1785143303766361,14,neutral
2023-04-18,AAPL,0.3901229409681634,7,positive
2023-04-19,AAPL,0.0670142053124512,3,neutral
2023-04-20,AAPL,-0.11539019173852125,10,neutral
2023-04-21,AAPL,-0.4968199616396305,4,negative
2023-04-22,AAPL,-0.49348339115033474,4,negative
2023-04-23,AAPL,-1.1936366377085506e-05,1,neutral
2023-04-24,AAPL,0.21801553734912993,8,positive
2023-04-25,AAPL,-0.14680099555589973,8,neutral
2023-04-26,AAPL,0.2506682698229043,8,neutral
2023-04-27,AAPL,-0.15726800942119998,6,neutral
2023-04-28,AAPL,-0.0467818038310194,6,neutral
2023-04-29,AAPL,0.16421764751982693,4,neutral
2023-04-30,AAPL,0.01801387798150245,2,neutral
2023-05-01,AAPL,-0.15411894386947247,6,neutral
2023-05-02,AAPL,0.2404011106199313,14,neutral
2023-05-03,AAPL,-0.3457713661542101,6,negative
2023-05-04,AAPL,0.05068503244169076,14,neutral
2023-05-05,AAPL,0.27890839129609146,28,neutral
2023-05-06,AAPL,0.00013782546262319784,2,negative
2023-05-07,AAPL,0.4953743257307745,3,positive
2023-05-08,AAPL,-0.1642658653458208,6,neutral
2023-05-09,AAPL,-0.20203082541452014,6,neutral
2023-05-10,AAPL,0.4245411450463097,8,positive
2023-05-11,AAPL,0.14238525966664742,7,neutral
2023-05-12,AAPL,-0.2523558434396307,4,negative
2023-05-13,AAPL,-2.4178106180272607e-05,4,neutral
2023-05-15,AAPL,0.004853988632774546,7,neutral
2023-05-16,AAPL,0.3274036928352703,9,neutral
2023-05-17,AAPL,0.29787027349759826,10,neutral
2023-05-18,AAPL,0.19433370216956974,5,neutral
2023-05-19,AAPL,-0.13208081532502544,6,neutral
2023-05-20,AAPL,0.49996922625234674,2,neutral
2023-05-21,AAPL,-0.0002411385376035,1,neutral
2023-05-22,AAPL,0.08111957423628678,7,neutral
2023-05-23,AAPL,0.014954669341907182,9,neutral
2023-05-24,AAPL,0.6666114937891358,3,positive
2023-05-25,AAPL,0.23743444553560167,8,neutral
2023-05-26,AAPL,-0.12480296671652372,7,neutral
2023-05-27,AAPL,0.7499040544894305,4,positive
2023-05-28,AAPL,4.804667241842253e-05,2,neutral
2023-05-29,AAPL,0.4379163780517956,2,neutral
2023-05-30,AAPL,0.005292821642771935,9,neutral
2023-05-31,AAPL,0.33063078103335297,9,neutral
2023-06-01,AAPL,0.13326259686774714,6,neutral
2023-06-02,AAPL,0.23749910293255994,4,neutral
2023-06-03,AAPL,-0.15985357547695384,6,neutral
2023-06-04,AAPL,-6.35280941878591e-05,1,neutral
2023-06-05,AAPL,0.037062406116796225,21,neutral
2023-06-06,AAPL,-0.24557020455265122,15,negative
2023-06-07,AAPL,3.1113141290228797e-06,5,neutral
2023-06-08,AAPL,0.3590426157014243,7,neutral
2023-06-09,AAPL,0.31158178327384856,10,neutral
2023-06-10,AAPL,-4.301321524735613e-06,1,neutral
2023-06-11,AAPL,0.4999609619917322,2,neutral
2023-06-12,AAPL,0.4518905493069209,9,neutral
2023-06-13,AAPL,-0.10781956470254271,11,negative
2023-06-14,AAPL,0.1653229417730493,11,neutral
2023-06-15,AAPL,0.18809734913166914,17,neutral
2023-06-16,AAPL,-0.023328182516062612,6,neutral
2023-06-17,AAPL,0.47196003673309406,5,neutral
2023-06-18,AAPL,-0.00011790592188478839,7,neutral
2023-06-19,AAPL,0.43622936630541875,4,neutral
2023-06-20,AAPL,0.010495572175123983,4,neutral
2023-06-21,AAPL,0.22387328974946288,4,neutral
2023-06-22,AAPL,0.38942272653004106,7,neutral
2023-06-23,AAPL,0.6666846496449703,3,positive
2023-06-24,AAPL,-0.33333826701029307,3,neutral
2023-06-25,AAPL,0.0001902781896205,1,neutral
2023-06-26,AAPL,0.11494834867639586,9,neutral
2023-06-27,AAPL,-0.22157109710131453,4,neutral
2023-06-28,AAPL,0.04523408312317303,8,neutral
2023-06-29,AAPL,0.5000573111214877,4,neutral
2023-06-30,AAPL,0.4982290229358221,16,positive
2023-07-01,AAPL,0.014728369322817042,8,neutral
2023-07-02,AAPL,0.49994054335932436,2,neutral
2023-07-03,AAPL,0.259918393851773,11,positive
2023-07-04,AAPL,-0.273344963822066,7,negative
2023-07-05,AAPL,0.27842486184628185,7,neutral
2023-07-06,AAPL,0.5032917929251965,4,neutral
2023-07-07,AAPL,0.442633305523253,6,positive
2023-07-08,AAPL,0.2570025979906963,6,neutral
2023-07-09,AAPL,-0.0994025527397752,1,neutral
2023-07-10,AAPL,-0.11472882470682556,3,negative
2023-07-11,AAPL,0.016250824297870437,16,neutral
2023-07-12,AAPL,0.11062763795528419,10,neutral
2023-07-13,AAPL,0.39963138495482575,5,positive
2023-07-14,AAPL,0.16315689882993148,11,neutral
2023-07-15,AAPL,3.8351787225110456e-05,1,neutral
2023-07-16,AAPL,0.48259966894875106,2,neutral
2023-07-17,AAPL,0.5217484452320422,10,neutral
2023-07-18,AAPL,0.26090472861660885,4,neutral
2023-07-19,AAPL,0.17421809611839004,6,neutral
2023-07-20,AAPL,0.35186554579690615,17,positive
2023-07-21,AAPL,0.2233246267784367,7,neutral
2023-07-22,AAPL,-0.00014969297154717245,2,neutral
2023-07-23,AAPL,0.5000016765078685,2,neutral
2023-07-24,AAPL,0.16660140222551453,6,neutral
2023-07-25,AAPL,0.0015399013461774302,4,negative
2023-07-26,AAPL,0.32228342896749096,7,neutral
2023-07-27,AAPL,0.6247788506168211,8,positive
2023-07-28,AAPL,0.2565074536674387,8,neutral
2023-07-29,AAPL,0.0003620083954540822,4,neutral
2023-07-30,AAPL,0.24463813590284644,4,neutral
2023-07-31,AAPL,0.023177035085654215,7,neutral
2023-08-01,AAPL,0.45501142840766345,11,positive
2023-08-02,AAPL,0.374984388769386,6,positive
2023-08-03,AAPL,-0.09452503953784484,11,neutral
2023-08-04,AAPL,0.28797938548617824,20,neutral
2023-08-05,AAPL,0.7363952414343089,4,positive
2023-08-06,AAPL,-0.33333299588423415,3,neutral
2023-08-07,AAPL,0.12403704818565944,8,neutral
2023-08-08,AAPL,0.0010551687919928456,3,neutral
2023-08-09,AAPL,0.033393258555820024,17,neutral
2023-08-10,AAPL,0.1301230482240851,10,neutral
2023-08-11,AAPL,0.499997064164116,6,neutral
2023-08-12,AAPL,8.88335762283532e-07,1,neutral
2023-08-13,AAPL,-0.1697979019936611,5,neutral
2023-08-14,AAPL,0.30174946037135253,10,neutral
2023-08-15,AAPL,0.2221076069558376,7,neutral
2023-08-16,AAPL,0.6218647487692369,3,positive
2023-08-17,AAPL,0.1842053109371686,6,neutral
2023-08-18,AAPL,0.5986687150275433,5,positive
2023-08-20,AAPL,5.758150761415161e-05,3,neutral
2023-08-21,AAPL,0.1662540277971374,6,neutral
2023-08-22,AAPL,-0.0017000680963406012,7,neutral
2023-08-23,AAPL,0.17829349251674856,6,neutral
2023-08-24,AAPL,0.06323632236488459,7,neutral
2023-08-25,AAPL,0.3358734443190426,6,neutral
2023-08-26,AAPL,0.0007972331281949815,3,negative
2023-08-28,AAPL,0.003937900816048712,11,neutral
2023-08-29,AAPL,-0.019095905164248236,6,neutral
2023-08-30,AAPL,0.31175843816980303,15,neutral
2023-08-31,AAPL,0.1672872427987405,6,neutral
2023-09-01,AAPL,0.2945510494085133,10,neutral
2023-09-02,AAPL,0.3315288779253933,3,neutral
2023-09-03,AAPL,0.4999816458641035,2,neutral
2023-09-04,AAPL,0.226566761964932,1,neutral
2023-09-05,AAPL,-0.0011385933412573952,6,negative
2023-09-06,AAPL,0.07764960685108235,4,negative
2023-09-07,AAPL,-0.2838121143683177,7,negative
2023-09-08,AAPL,-0.3030723056556354,15,negative
2023-09-09,AAPL,0.09156249883729115,8,neutral
2023-09-10,AAPL,-0.00022395211386946133,7,neutral
2023-09-11,AAPL,0.05007066697822609,15,neutral
2023-09-12,AAPL,-0.10499316256505736,17,neutral
2023-09-13,AAPL,-0.10017193293593657,12,neutral
2023-09-14,AAPL,0.18804366652179041,15,neutral
2023-09-15,AAPL,-0.2729162727476973,7,neutral
2023-09-16,AAPL,0.0005136830495757,1,neutral
2023-09-17,AAPL,0.6637460479432775,3,positive
2023-09-18,AAPL,0.3015995028096883,8,neutral
2023-09-19,AAPL,0.170324871177098,10,neutral
2023-09-20,AAPL,0.06295533229619504,9,neutral
2023-09-21,AAPL,-0.9999948047410498,1,negative
2023-09-22,AAPL,0.08845910432613384,6,negative
2023-09-23,AAPL,0.08634440951598905,11,neutral
2023-09-24,AAPL,-0.22672433533229455,7,negative
2023-09-25,AAPL,-0.024304374170237845,13,neutral
2023-09-26,AAPL,-0.35451223215659416,5,neutral
2023-09-27,AAPL,-0.03586321107574856,18,neutral
2023-09-28,AAPL,-0.18895682011514053,5,neutral
2023-09-29,AAPL,-0.14568779804264917,7,neutral
2023-09-30,AAPL,0.5839199762375529,4,positive
2023-10-01,AAPL,0.33114494895033403,3,positive
2023-10-02,AAPL,0.23175432932393109,5,neutral
2023-10-03,AAPL,-0.27938995846772385,7,neutral
2023-10-04,AAPL,-0.08419332716509348,15,neutral
2023-10-05,AAPL,-0.13296758826054997,15,neutral
2023-10-06,AAPL,0.17124080157855562,8,neutral
2023-10-07,AAPL,0.0864049984957091,1,neutral
2023-10-08,AAPL,-0.5507722946877607,2,negative
2023-10-09,AAPL,0.4999992810815073,2,neutral
2023-10-10,AAPL,0.18887721152760642,9,neutral
2023-10-11,AAPL,-0.506253294244489,5,negative
2023-10-12,AAPL,-0.6226416743863012,4,negative
2023-10-13,AAPL,0.9996635667499243,2,positive
2023-10-14,AAPL,0.5000022246048434,2,neutral
2023-10-15,AAPL,-0.8087945342995226,1,negative
2023-10-16,AAPL,-0.2767629449748199,6,neutral
2023-10-17,AAPL,0.43519890695866725,11,neutral
2023-10-18,AAPL,-0.1151953746168759,9,neutral
2023-10-19,AAPL,0.000671643974934725,9,negative
2023-10-20,AAPL,0.0003485286818544948,2,neutral
2023-10-21,AAPL,0.22190808653499752,9,neutral
2023-10-22,AAPL,-0.8892858545295894,1,negative
2023-10-23,AAPL,-0.5813104150044524,5,negative
2023-10-24,AAPL,0.001445454594190671,8,neutral
2023-10-25,AAPL,0.0014453877743323908,13,neutral
2023-10-26,AAPL,-0.35271614954441094,6,neutral
2023-10-27,AAPL,-0.04331106214252147,8,neutral
2023-10-28,AAPL,-0.1317225712780003,7,neutral
2023-10-29,AAPL,0.21367796419452817,5,neutral
2023-10-30,AAPL,-0.34643710577292336,12,neutral
2023-10-31,AAPL,-0.1368762341172979,11,neutral
2023-11-01,AAPL,-0.3987128836998636,5,neutral
2023-11-02,AAPL,-0.08008894090418041,9,neutral
2023-11-03,AAPL,-0.2148111142792825,14,neutral
2023-11-04,AAPL,0.10339810938386504,11,neutral
2023-11-05,AAPL,-0.9999969705351006,2,negative
2023-11-06,AAPL,-0.10425812127356696,8,neutral
2023-11-07,AAPL,0.19882110684937157,7,neutral
2023-11-08,AAPL,0.3987287083197771,5,neutral
2023-11-09,AAPL,0.3332224223170452,6,neutral
2023-11-10,AAPL,0.1658557745973607,12,neutral
2023-11-11,AAPL,0.008461428155897,1,neutral
2023-11-12,AAPL,-0.17637435913438063,3,neutral
2023-11-13,AAPL,-0.32947561044663115,3,neutral
2023-11-14,AAPL,0.5728319587887715,7,positive
2023-11-15,AAPL,-0.0008814741878657875,7,neutral
2023-11-16,AAPL,-0.29631994906855297,7,neutral
2023-11-17,AAPL,-0.06241836524504241,13,neutral
2023-11-18,AAPL,0.20133527330516057,11,neutral
2023-11-19,AAPL,-0.0001836543269746,1,neutral
2023-11-20,AAPL,-0.2136321430207318,5,negative
2023-11-21,AAPL,-0.020456031028888,17,neutral
2023-11-22,AAPL,-0.03637176145139164,2,neutral
2023-11-23,AAPL,-0.2022908830191206,4,neutral
2023-11-24,AAPL,0.00048218739763683516,5,neutral
2023-11-26,AAPL,0.0189809369603608,1,neutral
2023-11-27,AAPL,0.6641775273659195,9,positive
2023-11-28,AAPL,0.11141636804922922,6,neutral
2023-11-29,AAPL,0.23232615256766112,11,neutral
2023-11-30,AAPL,0.34182424229395914,9,neutral
2023-12-01,AAPL,0.500661963922953,8,neutral
2023-12-02,AAPL,0.5824542110349284,1,positive
2023-12-03,AAPL,-0.4858114061645438,2,negative
2023-12-04,AAPL,-3.375274201289358e-05,1,neutral
2023-12-05,AAPL,0.25400678335374965,6,neutral
2023-12-06,AAPL,0.3331550654066599,6,positive
2023-12-07,AAPL,0.2106338098341105,14,neutral
2023-12-08,AAPL,0.3715546727505427,15,neutral
2023-12-09,AAPL,8.522704805121568e-05,6,neutral
2023-12-10,AAPL,0.9989926817961532,1,positive
2023-12-11,AAPL,0.12313393094812854,8,neutral
2023-12-12,AAPL,0.05612496577754733,13,neutral
2023-12-13,AAPL,0.19586516837703025,19,neutral
2023-12-14,AAPL,0.11007473231622229,11,neutral
2023-12-15,AAPL,0.25245155965279764,4,neutral
2023-12-16,AAPL,0.0631075459166465,16,neutral
2023-12-17,AAPL,1.4971922610129695e-05,1,neutral
2023-12-18,AAPL,0.011173495895846495,12,neutral
2023-12-19,AAPL,-0.17733982866718317,9,neutral
2023-12-20,AAPL,-3.7936384615096706e-05,3,negative
2023-12-21,AAPL,-0.13833655578058007,7,neutral
2023-12-22,AAPL,-0.14613259223756359,5,negative
2023-12-23,AAPL,0.007795812097703014,5,neutral
2023-12-24,AAPL,-0.33337725178898836,3,neutral
2023-12-26,AAPL,-0.005583359376267055,8,neutral
2023-12-27,AAPL,0.17754050732808363,10,neutral
2023-12-28,AAPL,0.25098899399122987,10,neutral
2023-12-29,AAPL,-0.017328808639268813,10,neutral
2023-12-30,AAPL,0.22324458205227413,4,neutral
2024-01-02,AAPL,-0.09314289197839443,7,neutral
2024-01-03,AAPL,-0.12738023644624097,12,neutral
2024-01-04,AAPL,-0.26827648069850163,8,negative
2024-01-05,AAPL,0.05555885896570944,13,neutral
2024-01-06,AAPL,0.48230488260969656,2,neutral
2024-01-07,AAPL,-0.0073946135226492255,5,neutral
2024-01-08,AAPL,-0.024187685096276487,9,neutral
2024-01-09,AAPL,0.3421951040944123,5,positive
2024-01-10,AAPL,0.3238965320261132,6,neutral
2024-01-11,AAPL,0.09848953609930143,11,neutral
2024-01-12,AAPL,0.14263216088129335,7,neutral
2024-01-13,AAPL,-0.3332863910602934,3,neutral
2024-01-14,AAPL,-4.347508365754038e-05,1,neutral
2024-01-15,AAPL,0.23008229136602104,7,neutral
2024-01-16,AAPL,-0.004146588471719991,9,neutral
2024-01-17,AAPL,0.08027998986097915,10,neutral
2024-01-18,AAPL,0.3519808374935991,6,positive
2024-01-19,AAPL,0.3154567479421733,12,neutral
2024-01-20,AAPL,-6.63250363288439e-05,4,neutral
2024-01-21,AAPL,0.0010722359808852,2,neutral
2024-01-22,AAPL,-0.4539428852411461,5,negative
2024-01-23,AAPL,-0.002324467225938495,7,neutral
2024-01-24,AAPL,0.30620739179879025,10,neutral
2024-01-25,AAPL,0.3851629798391014,9,neutral
2024-01-26,AAPL,-0.2639884381467092,7,negative
2024-01-27,AAPL,-0.1506261662771976,5,neutral
2024-01-28,AAPL,0.4954840780947052,2,neutral
2024-01-29,AAPL,0.10841091976908497,3,neutral
2024-01-30,AAPL,-0.34308719082883715,3,neutral
2024-01-31,AAPL,0.0027759254295981594,9,neutral
2024-02-01,AAPL,0.3407355185757286,7,neutral
2024-02-02,AAPL,0.20612122835095706,24,neutral
2024-02-03,AAPL,0.2601883403064373,3,neutral
2024-02-04,AAPL,-0.20915113738724359,5,neutral
2024-02-05,AAPL,0.045762868105820594,6,positive
2024-02-06,AAPL,0.1696261038430537,7,neutral
2024-02-07,AAPL,0.09506298902488197,4,neutral
2024-02-08,AAPL,0.176357049999433,10,neutral
2024-02-09,AAPL,0.422539940997044,7,neutral
2024-02-10,AAPL,0.9990877114960312,1,positive
2024-02-11,AAPL,0.9988294488809402,1,positive
2024-02-12,AAPL,0.18624174943038696,5,neutral
2024-02-13,AAPL,-0.2354351471638308,7,negative
2024-02-14,AAPL,0.3254966740257714,5,neutral
2024-02-15,AAPL,0.06099859583070407,13,neutral
2024-02-16,AAPL,0.27493537710644206,12,neutral
2024-02-17,AAPL,-5.141449582879432e-05,1,neutral
2024-02-18,AAPL,0.28074570288200107,4,neutral
2024-02-19,AAPL,0.332600584215129,3,neutral
2024-02-20,AAPL,0.4151557051848077,7,neutral
2024-02-21,AAPL,0.34150180695723975,7,neutral
2024-02-22,AAPL,-0.10094578409007232,4,neutral
2024-02-23,AAPL,-0.010244709054328848,3,neutral
2024-02-25,AAPL,0.5356593680615853,7,positive
2024-02-26,AAPL,-0.2088126455772326,4,neutral
2024-02-27,AAPL,-0.02547020617992075,5,neutral
2024-02-28,AAPL,-0.0739020413993173,13,neutral
2024-02-29,AAPL,-0.15520083194429432,6,neutral
2024-03-01,AAPL,-0.05678884820424302,7,neutral
2024-03-02,AAPL,0.05186641844587333,3,negative
2024-03-03,AAPL,-0.0006771793066491,1,neutral
2024-03-04,AAPL,0.49528525557872166,8,neutral
2024-03-05,AAPL,-0.17939595165544214,15,neutral
2024-03-06,AAPL,-0.1324411724946408,8,neutral
2024-03-07,AAPL,-0.24030663214361994,5,neutral
2024-03-08,AAPL,0.19010016795598972,6,neutral
2024-03-09,AAPL,0.23017615958286797,4,neutral
2024-03-10,AAPL,-6.774393000341661e-06,1,neutral
2024-03-11,AAPL,-0.19642942473763014,4,neutral
2024-03-12,AAPL,0.5008410614867671,2,neutral
2024-03-13,AAPL,0.9391375456528976,2,positive
2024-03-14,AAPL,0.33389528353715264,3,neutral
2024-03-15,AAPL,-0.00019348278902954282,4,neutral
2024-03-16,AAPL,-0.1941839060455095,1,neutral
2024-03-17,AAPL,0.276243851711669,18,neutral
2024-03-18,AAPL,-0.03342904337239738,15,neutral
2024-03-19,AAPL,-0.20285628055114555,4,neutral
2024-03-20,AAPL,-0.0019409560482017,1,neutral
2024-03-21,AAPL,0.016835914200519473,11,neutral
2024-03-22,AAPL,-0.06979154064356446,12,neutral
2024-03-23,AAPL,1.5681922377552837e-05,1,neutral
2024-03-25,AAPL,-0.06671356613951693,5,negative
2024-03-26,AAPL,0.2495189539883995,4,positive
2024-03-27,AAPL,0.00465714157334671,6,neutral
2024-03-28,AAPL,0.4014668421789338,4,neutral
2024-03-29,AAPL,0.3743369839543238,8,positive
2024-03-30,AAPL,0.3340440208739892,2,neutral
2024-04-01,AAPL,-0.4312447119205018,5,neutral
2024-04-02,AAPL,-0.00837893452762724,2,neutral
2024-04-03,AAPL,-0.424485702492472,7,neutral
2024-04-04,AAPL,-0.016031600317441864,8,neutral
2024-04-05,AAPL,0.385573895608049,8,positive
2024-04-06,AAPL,-0.4998959458038855,2,negative
2024-04-07,AAPL,0.14691660667131146,2,neutral
2024-04-08,AAPL,0.39039899542629947,7,neutral
2024-04-09,AAPL,-0.006652099163228477,9,neutral
2024-04-10,AAPL,0.4942474634588721,6,neutral
2024-04-11,AAPL,0.007466677603551397,10,neutral
2024-04-12,AAPL,0.1462014958279031,9,neutral
2024-04-13,AAPL,-0.5270855346079771,3,negative
2024-04-14,AAPL,0.0005418045213901138,3,negative
2024-04-15,AAPL,-0.44633128656613513,4,negative
2024-04-16,AAPL,-0.9999462168441973,2,negative
2024-04-17,AAPL,0.6665796689551561,3,positive
2024-04-18,AAPL,0.3291447328295415,7,neutral
2024-04-19,AAPL,-0.11531632097471059,10,neutral
2024-04-20,AAPL,-0.1126620057038962,1,neutral
2024-04-21,AAPL,0.0037030568346381,1,neutral
2024-04-22,AAPL,0.38088154817275416,12,positive
2024-04-23,AAPL,0.1429987396327379,7,positive
2024-04-24,AAPL,-0.010909189704608501,5,negative
2024-04-25,AAPL,-4.178074826199918e-05,2,neutral
2024-04-26,AAPL,0.10597262838336974,4,neutral
2024-04-27,AAPL,0.25413921700942405,4,neutral
2024-04-28,AAPL,-0.267428108263983,5,neutral
2024-04-29,AAPL,0.08269458772719594,9,neutral
2024-04-30,AAPL,0.14305796551763286,7,positive
2024-05-01,AAPL,-0.24947563892105507,4,neutral
2024-05-02,AAPL,-0.23523546895436148,7,neutral
2024-05-03,AAPL,0.6266456113234208,21,positive
2024-05-04,AAPL,0.69991413502965,10,positive
2024-05-05,AAPL,0.00944043159474481,3,neutral
2024-05-06,AAPL,0.41373707945558313,7,neutral
2024-05-07,AAPL,-0.013389276815583329,13,neutral
2024-05-08,AAPL,-0.009247127080118368,5,neutral
2024-05-09,AAPL,0.45538583249739395,8,positive
2024-05-10,AAPL,0.7499972401843639,4,positive
2024-05-11,AAPL,-0.34071675659894635,3,neutral
2024-05-12,AAPL,-0.09586505126656276,5,neutral
2024-05-13,AAPL,0.2083783816785399,5,neutral
2024-05-14,AAPL,0.13197449859730573,7,neutral
2024-05-15,AAPL,-0.03676322515002535,2,neutral
2024-05-16,AAPL,0.3330668076327701,6,neutral
2024-05-17,AAPL,0.7474370962096799,4,positive
2024-05-18,AAPL,0.14757449494657632,5,neutral
2024-05-19,AAPL,-0.0075395360872789,1,neutral
2024-05-20,AAPL,0.03658869761435803,3,neutral
2024-05-21,AAPL,0.24985165606101134,4,neutral
2024-05-22,AAPL,0.18436094389409163,2,neutral
2024-05-23,AAPL,0.01884292252524108,3,negative
2024-05-24,AAPL,0.24810228540008694,3,neutral
2024-05-25,AAPL,0.25066811230285596,4,neutral
2024-05-26,AAPL,0.1380730831643027,7,neutral
2024-05-27,AAPL,0.15322123255954997,6,neutral
2024-05-28,AAPL,0.39990939593606767,5,neutral
2024-05-29,AAPL,0.4239480343751108,10,neutral
2024-05-30,AAPL,0.5555305026128657,9,positive
2024-05-31,AAPL,0.00026408337887885887,5,neutral
2024-06-01,AAPL,9.053380836121504e-07,1,neutral
2024-06-02,AAPL,-0.3077809864403207,3,neutral
2024-06-03,AAPL,-0.0003976296957262,1,neutral
2024-06-04,AAPL,-0.15055664798565732,6,neutral
2024-06-05,AAPL,3.303924813735648e-06,1,neutral
2024-06-06,AAPL,0.2157857997437418,7,neutral
2024-06-07,AAPL,0.15630478424849742,13,neutral
2024-06-09,AAPL,-0.0026709675439633,1,neutral
2024-06-10,AAPL,0.13121314227926872,19,neutral
2024-06-11,AAPL,-0.14932960169454645,12,neutral
