date,ticker,w_BL_GRU
2025-03-04,AAPL,0.0
2025-03-04,AMZN,0.02927645095151894
2025-03-04,GOOGL,0.07353920960575772
2025-03-04,JNJ,0.01345645559459945
2025-03-04,JPM,0.0
2025-03-04,META,0.0
2025-03-04,MSFT,0.0738780242545678
2025-03-04,NVDA,0.08707178807053768
2025-03-04,TSLA,0.0
2025-03-04,V,0.7227780715230183
2025-03-05,AAPL,0.0
2025-03-05,AMZN,0.030496071655432343
2025-03-05,GOOGL,0.03822461717342265
2025-03-05,JNJ,0.0
2025-03-05,JPM,0.012070687599887796
2025-03-05,META,0.0
2025-03-05,MSFT,0.09245228288729485
2025-03-05,NVDA,0.0
2025-03-05,TSLA,0.0
2025-03-05,V,0.8267563406839623
2025-03-06,AAPL,0.02724558186067499
2025-03-06,AMZN,0.07958322318639907
2025-03-06,GOOGL,0.07016625116683083
2025-03-06,JNJ,0.0
2025-03-06,JPM,0.09957532700904842
2025-03-06,META,0.0
2025-03-06,MSFT,0.03897312752649337
2025-03-06,NVDA,0.0
2025-03-06,TSLA,0.0
2025-03-06,V,0.6844564892505534
2025-03-07,AAPL,0.001088210858439633
2025-03-07,AMZN,0.028653184246537292
2025-03-07,GOOGL,0.06399909209741246
2025-03-07,JNJ,0.0
2025-03-07,JPM,0.09089620024368304
2025-03-07,META,0.0
2025-03-07,MSFT,0.12350692023914132
2025-03-07,NVDA,0.0
2025-03-07,TSLA,0.0
2025-03-07,V,0.6918563923147862
2025-03-10,AAPL,0.015555548120000835
2025-03-10,AMZN,0.027506664840951232
2025-03-10,GOOGL,0.07681133423508209
2025-03-10,JNJ,0.0
2025-03-10,JPM,0.1742776965187344
2025-03-10,META,0.0
2025-03-10,MSFT,0.2797106381324306
2025-03-10,NVDA,0.0
2025-03-10,TSLA,0.0
2025-03-10,V,0.42613811815280084
2025-03-11,AAPL,0.0
2025-03-11,AMZN,0.0
2025-03-11,GOOGL,0.1609127700726817
2025-03-11,JNJ,0.011905060516956693
2025-03-11,JPM,0.4012555942672881
2025-03-11,META,0.0
2025-03-11,MSFT,0.263419849505576
2025-03-11,NVDA,0.06711838738039431
2025-03-11,TSLA,0.0686467473484418
2025-03-11,V,0.026741590908661277
2025-03-12,AAPL,0.0
2025-03-12,AMZN,0.0
2025-03-12,GOOGL,0.17084024771107542
2025-03-12,JNJ,0.2015222258781517
2025-03-12,JPM,0.3414959673617435
2025-03-12,META,0.0
2025-03-12,MSFT,0.2282240872593156
2025-03-12,NVDA,0.0
2025-03-12,TSLA,0.057917471789713924
2025-03-12,V,0.0
2025-03-13,AAPL,0.0
2025-03-13,AMZN,0.013435119153399313
2025-03-13,GOOGL,0.1738653101384496
2025-03-13,JNJ,0.24763451090975389
2025-03-13,JPM,0.2956276216055527
2025-03-13,META,0.0
2025-03-13,MSFT,0.2503740636133021
2025-03-13,NVDA,0.019063374579542255
2025-03-13,TSLA,0.0
2025-03-13,V,0.0
2025-03-14,AAPL,0.0
2025-03-14,AMZN,0.0
2025-03-14,GOOGL,0.23325777658913613
2025-03-14,JNJ,0.2166207887457119
2025-03-14,JPM,0.2910755246087139
2025-03-14,META,0.0
2025-03-14,MSFT,0.24293342226642928
2025-03-14,NVDA,0.016112487790008876
2025-03-14,TSLA,0.0
2025-03-14,V,0.0
2025-03-17,AAPL,0.0
2025-03-17,AMZN,0.0
2025-03-17,GOOGL,0.2939422110897881
2025-03-17,JNJ,0.2081765411651047
2025-03-17,JPM,0.1338191073651626
2025-03-17,META,0.0
2025-03-17,MSFT,0.19969328377418083
2025-03-17,NVDA,0.1643688566057638
2025-03-17,TSLA,0.0
2025-03-17,V,0.0
2025-03-18,AAPL,0.0
2025-03-18,AMZN,0.0
2025-03-18,GOOGL,0.16621604899021905
2025-03-18,JNJ,0.08118676788495507
2025-03-18,JPM,0.20320219583002783
2025-03-18,META,0.0
2025-03-18,MSFT,0.32542181272734355
2025-03-18,NVDA,0.22397317456745464
2025-03-18,TSLA,0.0
2025-03-18,V,0.0
2025-03-19,AAPL,0.0
2025-03-19,AMZN,0.0
2025-03-19,GOOGL,0.0700376415956406
2025-03-19,JNJ,0.0
2025-03-19,JPM,0.0
2025-03-19,META,0.0
2025-03-19,MSFT,0.360849771180322
2025-03-19,NVDA,0.22477543245227763
2025-03-19,TSLA,0.0
2025-03-19,V,0.34433715477175975
2025-03-20,AAPL,0.0
2025-03-20,AMZN,0.12058611777892735
2025-03-20,GOOGL,0.0
2025-03-20,JNJ,0.040889996109564244
2025-03-20,JPM,0.13513731431135245
2025-03-20,META,0.0
2025-03-20,MSFT,0.35463462028156684
2025-03-20,NVDA,0.04305936935879966
2025-03-20,TSLA,0.0
2025-03-20,V,0.3056925821597895
2025-03-21,AAPL,0.04777358597036792
2025-03-21,AMZN,0.07689138222452555
2025-03-21,GOOGL,0.0
2025-03-21,JNJ,0.0
2025-03-21,JPM,0.19501095223093742
2025-03-21,META,0.0
2025-03-21,MSFT,0.19714475229497921
2025-03-21,NVDA,0.0
2025-03-21,TSLA,0.0
2025-03-21,V,0.48317932727918994
2025-03-24,AAPL,0.23170915762665698
2025-03-24,AMZN,0.08309302624023741
2025-03-24,GOOGL,0.0
2025-03-24,JNJ,0.0
2025-03-24,JPM,0.20866507081212785
2025-03-24,META,0.0
2025-03-24,MSFT,0.05826602528314758
2025-03-24,NVDA,0.0
2025-03-24,TSLA,0.0
2025-03-24,V,0.41826672003783016
2025-03-25,AAPL,0.2575042672325908
2025-03-25,AMZN,0.07554014770580374
2025-03-25,GOOGL,0.0
2025-03-25,JNJ,0.0
2025-03-25,JPM,0.21972428623077195
2025-03-25,META,0.0
2025-03-25,MSFT,0.19665334971161105
2025-03-25,NVDA,0.0
2025-03-25,TSLA,0.0
2025-03-25,V,0.2505779491192225
2025-03-26,AAPL,0.25879371365175413
2025-03-26,AMZN,0.08849286709261883
2025-03-26,GOOGL,0.0
2025-03-26,JNJ,0.040887155022034744
2025-03-26,JPM,0.1853666638436229
2025-03-26,META,0.0
2025-03-26,MSFT,0.24379553217830183
2025-03-26,NVDA,0.0
2025-03-26,TSLA,0.01566019309721667
2025-03-26,V,0.16700387511445086
2025-03-27,AAPL,0.23029564735047747
2025-03-27,AMZN,0.055319991664753945
2025-03-27,GOOGL,0.012266628368588781
2025-03-27,JNJ,0.07189878888424629
2025-03-27,JPM,0.21124245023070878
2025-03-27,META,0.0
2025-03-27,MSFT,0.22191441537379136
2025-03-27,NVDA,0.005704327436661486
2025-03-27,TSLA,0.00022085198469756688
2025-03-27,V,0.19113689870607442
2025-03-28,AAPL,0.28931016649724545
2025-03-28,AMZN,0.06382153684028381
2025-03-28,GOOGL,0.030556105283049636
2025-03-28,JNJ,0.041177347466406555
2025-03-28,JPM,0.28391470069063063
2025-03-28,META,0.0
2025-03-28,MSFT,0.19642968268816988
2025-03-28,NVDA,0.0
2025-03-28,TSLA,0.026884601545105545
2025-03-28,V,0.06790585898910845
2025-03-31,AAPL,0.2328415158391475
2025-03-31,AMZN,0.07828538742987072
2025-03-31,GOOGL,0.12718163250125125
2025-03-31,JNJ,0.08800818055767917
2025-03-31,JPM,0.2147258844127314
2025-03-31,META,0.0
2025-03-31,MSFT,0.0
2025-03-31,NVDA,0.021009861782563
2025-03-31,TSLA,0.019938193161564945
2025-03-31,V,0.21800934431519203
2025-04-01,AAPL,0.2820093460892708
2025-04-01,AMZN,0.12404541554554678
2025-04-01,GOOGL,0.09144774901149617
2025-04-01,JNJ,0.0
2025-04-01,JPM,0.20520081856900915
2025-04-01,META,0.0
2025-04-01,MSFT,0.0
2025-04-01,NVDA,0.008950715087635118
2025-04-01,TSLA,0.019977601315004614
2025-04-01,V,0.26836835438203727
2025-04-02,AAPL,0.1594082499043778
2025-04-02,AMZN,0.07521115261799621
2025-04-02,GOOGL,0.012795286405822696
2025-04-02,JNJ,0.33944635615862156
2025-04-02,JPM,0.05732936247549723
2025-04-02,META,0.0
2025-04-02,MSFT,0.0
2025-04-02,NVDA,0.007913424736362681
2025-04-02,TSLA,0.003907145320627352
2025-04-02,V,0.34398902238069445
2025-04-03,AAPL,0.1420577046497738
2025-04-03,AMZN,0.052337726491133184
2025-04-03,GOOGL,0.016752299351007048
2025-04-03,JNJ,0.0
2025-04-03,JPM,0.11586745638768828
2025-04-03,META,0.0
2025-04-03,MSFT,0.0
2025-04-03,NVDA,0.001711014259963091
2025-04-03,TSLA,0.0
2025-04-03,V,0.6712737988604346
2025-04-04,AAPL,0.023292245391461696
2025-04-04,AMZN,0.06148537940673379
2025-04-04,GOOGL,0.05042985415047214
2025-04-04,JNJ,0.0
2025-04-04,JPM,0.042720150568435325
2025-04-04,META,0.14033291522421104
2025-04-04,MSFT,0.0
2025-04-04,NVDA,0.08697968014516798
2025-04-04,TSLA,0.0
2025-04-04,V,0.5947597751135181
2025-04-07,AAPL,0.3194719831990206
2025-04-07,AMZN,0.05111328016344392
2025-04-07,GOOGL,0.0
2025-04-07,JNJ,0.011391652400340927
2025-04-07,JPM,0.27851365965983044
2025-04-07,META,0.08616922319296622
2025-04-07,MSFT,0.0
2025-04-07,NVDA,0.1385584167440998
2025-04-07,TSLA,0.0
2025-04-07,V,0.11478178464029809
2025-04-08,AAPL,0.6242589496520543
2025-04-08,AMZN,0.0
2025-04-08,GOOGL,0.0
2025-04-08,JNJ,0.0
2025-04-08,JPM,0.2130551770398132
2025-04-08,META,0.0
2025-04-08,MSFT,0.0
2025-04-08,NVDA,0.006866845405660395
2025-04-08,TSLA,0.0
2025-04-08,V,0.15581902790247215
2025-04-09,AAPL,0.77222790628773
2025-04-09,AMZN,0.0
2025-04-09,GOOGL,0.0
2025-04-09,JNJ,0.0
2025-04-09,JPM,0.15481331065706458
2025-04-09,META,0.05745578663242503
2025-04-09,MSFT,0.015502996422780418
2025-04-09,NVDA,0.0
2025-04-09,TSLA,0.0
2025-04-09,V,0.0
2025-04-10,AAPL,0.15516164974115088
2025-04-10,AMZN,0.296214392202992
2025-04-10,GOOGL,0.41767052688150524
2025-04-10,JNJ,0.000922370248125664
2025-04-10,JPM,0.08476654683783534
2025-04-10,META,0.0
2025-04-10,MSFT,0.0
2025-04-10,NVDA,0.04526451408839103
2025-04-10,TSLA,0.0
2025-04-10,V,0.0
2025-04-11,AAPL,0.0
2025-04-11,AMZN,0.13247943242013363
2025-04-11,GOOGL,0.2740646153567254
2025-04-11,JNJ,0.26745508460442097
2025-04-11,JPM,0.13433713171953082
2025-04-11,META,0.0
2025-04-11,MSFT,0.16253767562551497
2025-04-11,NVDA,0.029126060273674283
2025-04-11,TSLA,0.0
2025-04-11,V,0.0
2025-04-14,AAPL,0.0
2025-04-14,AMZN,0.0
2025-04-14,GOOGL,0.05294660199129442
2025-04-14,JNJ,0.07995408486155281
2025-04-14,JPM,0.2665857473111777
2025-04-14,META,0.0
2025-04-14,MSFT,0.6005135658359751
2025-04-14,NVDA,0.0
2025-04-14,TSLA,0.0
2025-04-14,V,0.0
2025-04-15,AAPL,0.0
2025-04-15,AMZN,0.05721712188487848
2025-04-15,GOOGL,0.0
2025-04-15,JNJ,0.0
2025-04-15,JPM,0.44652808019005125
2025-04-15,META,0.1214436029917278
2025-04-15,MSFT,0.2646100520900591
2025-04-15,NVDA,0.0
2025-04-15,TSLA,0.0
2025-04-15,V,0.11020114284328354
2025-04-16,AAPL,0.0
2025-04-16,AMZN,0.013295539411353365
2025-04-16,GOOGL,0.0
2025-04-16,JNJ,0.0
2025-04-16,JPM,0.5335356109726181
2025-04-16,META,0.08217870513406117
2025-04-16,MSFT,0.3459004979847366
2025-04-16,NVDA,0.0
2025-04-16,TSLA,0.0
2025-04-16,V,0.025089646497230635
2025-04-17,AAPL,0.22142725617899603
2025-04-17,AMZN,0.034567359323219034
2025-04-17,GOOGL,0.0
2025-04-17,JNJ,0.0
2025-04-17,JPM,0.45595305976251516
2025-04-17,META,0.08144277545753327
2025-04-17,MSFT,0.0
2025-04-17,NVDA,0.20660954927773656
2025-04-17,TSLA,0.0
2025-04-17,V,0.0
2025-04-21,AAPL,0.31484192797156546
2025-04-21,AMZN,0.04476055927774478
2025-04-21,GOOGL,0.0
2025-04-21,JNJ,0.0
2025-04-21,JPM,0.26040536643136963
2025-04-21,META,0.030530489137338145
2025-04-21,MSFT,0.0
2025-04-21,NVDA,0.2318438559145946
2025-04-21,TSLA,0.0
2025-04-21,V,0.1176178012673876
2025-04-22,AAPL,0.12214780027476563
2025-04-22,AMZN,0.054617290479785335
2025-04-22,GOOGL,0.0
2025-04-22,JNJ,0.16625451394924656
2025-04-22,JPM,0.04269499323686723
2025-04-22,META,0.16189757805114316
2025-04-22,MSFT,0.0
2025-04-22,NVDA,0.2590595813306422
2025-04-22,TSLA,0.01407631531135644
2025-04-22,V,0.1792519273661935
2025-04-23,AAPL,0.34077221896154597
2025-04-23,AMZN,0.32632743101545525
2025-04-23,GOOGL,0.0
2025-04-23,JNJ,0.03127325329214754
2025-04-23,JPM,0.0
2025-04-23,META,0.0
2025-04-23,MSFT,0.0
2025-04-23,NVDA,0.1655226520454059
2025-04-23,TSLA,0.13610444468544536
2025-04-23,V,0.0
2025-04-24,AAPL,0.361088864464244
2025-04-24,AMZN,0.141500277201987
2025-04-24,GOOGL,0.0
2025-04-24,JNJ,0.0
2025-04-24,JPM,0.036672061586343625
2025-04-24,META,0.0
2025-04-24,MSFT,0.0
2025-04-24,NVDA,0.0
2025-04-24,TSLA,0.08632956705613229
2025-04-24,V,0.3744092296912931
2025-04-25,AAPL,0.25224454293353415
2025-04-25,AMZN,0.16613271349314357
2025-04-25,GOOGL,0.0
2025-04-25,JNJ,0.0
2025-04-25,JPM,0.19674176723026873
2025-04-25,META,0.0
2025-04-25,MSFT,0.0
2025-04-25,NVDA,0.0
2025-04-25,TSLA,0.0
2025-04-25,V,0.3848809763430536
2025-04-28,AAPL,0.20052702222997906
2025-04-28,AMZN,0.08337118759120449
2025-04-28,GOOGL,0.0
2025-04-28,JNJ,0.0
2025-04-28,JPM,0.17987000627886549
2025-04-28,META,0.0
2025-04-28,MSFT,0.09530521840681573
2025-04-28,NVDA,0.0
2025-04-28,TSLA,0.0
2025-04-28,V,0.44092656549313525
2025-04-29,AAPL,0.263927140520536
2025-04-29,AMZN,0.0621381488238866
2025-04-29,GOOGL,0.0
2025-04-29,JNJ,0.0
2025-04-29,JPM,0.2181934865430756
2025-04-29,META,0.0
2025-04-29,MSFT,0.20295006077543346
2025-04-29,NVDA,0.0
2025-04-29,TSLA,0.0
2025-04-29,V,0.2527911633370682
2025-04-30,AAPL,0.42640900912723695
2025-04-30,AMZN,0.10112624334382331
2025-04-30,GOOGL,0.014003677499839842
2025-04-30,JNJ,0.0
2025-04-30,JPM,0.2835046073588223
2025-04-30,META,0.0
2025-04-30,MSFT,0.17495646267027756
2025-04-30,NVDA,0.0
2025-04-30,TSLA,0.0
2025-04-30,V,0.0
2025-05-01,AAPL,0.4298943218457582
2025-05-01,AMZN,0.0976225552584661
2025-05-01,GOOGL,0.014536775846028065
2025-05-01,JNJ,0.0
2025-05-01,JPM,0.197966272157478
2025-05-01,META,0.0
2025-05-01,MSFT,0.08290881111285782
2025-05-01,NVDA,0.0
2025-05-01,TSLA,0.0
2025-05-01,V,0.17707126377941193
2025-05-02,AAPL,0.36425668447006115
2025-05-02,AMZN,0.13744715381171924
2025-05-02,GOOGL,0.05413034075191977
2025-05-02,JNJ,0.0
2025-05-02,JPM,0.11390478616147044
2025-05-02,META,0.0
2025-05-02,MSFT,0.0
2025-05-02,NVDA,0.0
2025-05-02,TSLA,0.0
2025-05-02,V,0.3302610348048294
2025-05-05,AAPL,0.3519452812162155
2025-05-05,AMZN,0.08982779282978773
2025-05-05,GOOGL,0.007352012202577409
2025-05-05,JNJ,0.0
2025-05-05,JPM,0.1772170212164578
2025-05-05,META,0.0
2025-05-05,MSFT,0.1456989159673539
2025-05-05,NVDA,0.0
2025-05-05,TSLA,0.0
2025-05-05,V,0.22795897656760766
2025-05-06,AAPL,0.24159143682953116
2025-05-06,AMZN,0.017784060081510428
2025-05-06,GOOGL,0.0
2025-05-06,JNJ,0.0
2025-05-06,JPM,0.14954645813974016
2025-05-06,META,0.0
2025-05-06,MSFT,0.3314420202134135
2025-05-06,NVDA,0.0
2025-05-06,TSLA,0.0
2025-05-06,V,0.2596360247358047
2025-05-07,AAPL,0.17137507809202376
2025-05-07,AMZN,0.0
2025-05-07,GOOGL,0.0
2025-05-07,JNJ,0.0
