date,ticker,w_BL_GRU
2025-01-17,AAPL,0.09090949366698228
2025-01-17,AMZN,0.07376775418027533
2025-01-17,GOOGL,0.0505275493899931
2025-01-17,JNJ,0.0
2025-01-17,JPM,0.4063079267263095
2025-01-17,META,0.0
2025-01-17,MSFT,0.08106146612293408
2025-01-17,NVDA,0.0
2025-01-17,TSLA,0.0
2025-01-17,V,0.29742580991350576
2025-01-21,AAPL,0.2074667797261171
2025-01-21,AMZN,0.12702322103725316
2025-01-21,GOOGL,0.05228335376190568
2025-01-21,JNJ,0.0
2025-01-21,JPM,0.48292927649025397
2025-01-21,META,0.0
2025-01-21,MSFT,0.021602793188842895
2025-01-21,NVDA,0.0
2025-01-21,TSLA,0.0
2025-01-21,V,0.10869457579562715
2025-01-22,AAPL,0.1337879798680775
2025-01-22,AMZN,0.09947484852430734
2025-01-22,GOOGL,0.09429302704665145
2025-01-22,JNJ,0.0
2025-01-22,JPM,0.45187736784381105
2025-01-22,META,0.0
2025-01-22,MSFT,0.03391671639232049
2025-01-22,NVDA,0.0
2025-01-22,TSLA,0.0
2025-01-22,V,0.18665006032483206
2025-01-23,AAPL,0.07277591116492474
2025-01-23,AMZN,0.16690349889728118
2025-01-23,GOOGL,0.14799485961118278
2025-01-23,JNJ,0.0
2025-01-23,JPM,0.3804408061743799
2025-01-23,META,0.0
2025-01-23,MSFT,0.0
2025-01-23,NVDA,0.0
2025-01-23,TSLA,0.0
2025-01-23,V,0.23188492415223133
2025-01-24,AAPL,0.10736469069366432
2025-01-24,AMZN,0.17343002733597407
2025-01-24,GOOGL,0.12924991009552136
2025-01-24,JNJ,0.02175155174556151
2025-01-24,JPM,0.25030986954893925
2025-01-24,META,0.0
2025-01-24,MSFT,0.1532537171494713
2025-01-24,NVDA,0.0
2025-01-24,TSLA,0.0
2025-01-24,V,0.1646402334308682
2025-01-27,AAPL,0.09262322616024019
2025-01-27,AMZN,0.15451063000714296
2025-01-27,GOOGL,0.08631604715729273
2025-01-27,JNJ,0.031124244264925712
2025-01-27,JPM,0.17495314813105942
2025-01-27,META,0.0
2025-01-27,MSFT,0.19071021459659568
2025-01-27,NVDA,0.022642985314552135
2025-01-27,TSLA,0.0
2025-01-27,V,0.24711950436819097
2025-01-28,AAPL,0.06554231460041163
2025-01-28,AMZN,0.08321633876774086
2025-01-28,GOOGL,0.09676525322555808
2025-01-28,JNJ,0.0967967935723256
2025-01-28,JPM,0.07463880056923615
2025-01-28,META,0.0
2025-01-28,MSFT,0.08211728100578612
2025-01-28,NVDA,0.35805504187982756
2025-01-28,TSLA,0.0
2025-01-28,V,0.14286817637911398
2025-01-29,AAPL,0.1467515057079794
2025-01-29,AMZN,0.14905690820037532
2025-01-29,GOOGL,0.07941113231136628
2025-01-29,JNJ,0.14353142933780888
2025-01-29,JPM,0.049854313283802965
2025-01-29,META,0.0
2025-01-29,MSFT,0.010754136305029027
2025-01-29,NVDA,0.1287863310108807
2025-01-29,TSLA,0.0
2025-01-29,V,0.2918542438427575
2025-01-30,AAPL,0.18030902592911519
2025-01-30,AMZN,0.14690155725885032
2025-01-30,GOOGL,0.036266165645605766
2025-01-30,JNJ,0.08601532766436022
2025-01-30,JPM,0.0
2025-01-30,META,0.0
2025-01-30,MSFT,0.13565794979933077
2025-01-30,NVDA,0.052105582264143926
2025-01-30,TSLA,0.0
2025-01-30,V,0.3627443914385938
2025-01-31,AAPL,0.24566642434054184
2025-01-31,AMZN,0.14642336077862048
2025-01-31,GOOGL,0.0603440378927166
2025-01-31,JNJ,0.0
2025-01-31,JPM,0.07745665349883246
2025-01-31,META,0.0
2025-01-31,MSFT,0.18523302879155476
2025-01-31,NVDA,0.0
2025-01-31,TSLA,0.0
2025-01-31,V,0.28487649469773385
2025-02-03,AAPL,0.21202617944985047
2025-02-03,AMZN,0.09766521927295053
2025-02-03,GOOGL,0.05956009050851094
2025-02-03,JNJ,3.658122024842818e-05
2025-02-03,JPM,0.08780339788447472
2025-02-03,META,0.0
2025-02-03,MSFT,0.20456582336359633
2025-02-03,NVDA,0.0
2025-02-03,TSLA,0.0
2025-02-03,V,0.3383427083003686
2025-02-04,AAPL,0.137004838933527
2025-02-04,AMZN,0.09544678181160571
2025-02-04,GOOGL,0.08814282414726021
2025-02-04,JNJ,0.00472368198480493
2025-02-04,JPM,0.08503808984562054
2025-02-04,META,0.0
2025-02-04,MSFT,0.20422667835961825
2025-02-04,NVDA,0.0
2025-02-04,TSLA,0.0
2025-02-04,V,0.38541710491756337
2025-02-05,AAPL,0.06358480654051683
2025-02-05,AMZN,0.14191978368628017
2025-02-05,GOOGL,0.13502576104596567
2025-02-05,JNJ,0.0
2025-02-05,JPM,0.10214951504900056
2025-02-05,META,0.0
2025-02-05,MSFT,0.15435659366957333
2025-02-05,NVDA,0.0
2025-02-05,TSLA,0.0
2025-02-05,V,0.4029635400086635
2025-02-06,AAPL,0.0742447340988936
2025-02-06,AMZN,0.1632017298085532
2025-02-06,GOOGL,0.20117640753219082
2025-02-06,JNJ,0.014504951518939001
2025-02-06,JPM,0.036769367621396196
2025-02-06,META,0.0
2025-02-06,MSFT,0.14745671335836144
2025-02-06,NVDA,0.013760376306325437
2025-02-06,TSLA,0.0
2025-02-06,V,0.3488857197553403
2025-02-07,AAPL,0.08740934035068346
2025-02-07,AMZN,0.21401140180050898
2025-02-07,GOOGL,0.21094836707451875
2025-02-07,JNJ,0.11238394583449392
2025-02-07,JPM,0.04552875317313579
2025-02-07,META,0.0
2025-02-07,MSFT,0.04884125783342743
2025-02-07,NVDA,0.06655487674480604
2025-02-07,TSLA,0.0
2025-02-07,V,0.21432205718842565
2025-02-10,AAPL,0.09869262171953384
2025-02-10,AMZN,0.21542131964326275
2025-02-10,GOOGL,0.22656877888782692
2025-02-10,JNJ,0.11667544007738309
2025-02-10,JPM,0.09652663864674653
2025-02-10,META,0.0
2025-02-10,MSFT,0.0797088567004036
2025-02-10,NVDA,0.09953869752470557
2025-02-10,TSLA,0.0
2025-02-10,V,0.06686764680013763
2025-02-11,AAPL,0.1999378959535887
2025-02-11,AMZN,0.2376835429652682
2025-02-11,GOOGL,0.15966321698840252
2025-02-11,JNJ,0.061192139170678644
2025-02-11,JPM,0.14355464018969324
2025-02-11,META,0.0
2025-02-11,MSFT,0.1278317254859202
2025-02-11,NVDA,0.07013683924644852
2025-02-11,TSLA,0.0
2025-02-11,V,0.0
2025-02-12,AAPL,0.2467598936266147
2025-02-12,AMZN,0.16264983474708425
2025-02-12,GOOGL,0.08020752212808865
2025-02-12,JNJ,0.0
2025-02-12,JPM,0.16083332231738906
2025-02-12,META,0.0
2025-02-12,MSFT,0.21399517024522297
2025-02-12,NVDA,0.07016357799916968
2025-02-12,TSLA,0.0
2025-02-12,V,0.06539067893643076
2025-02-13,AAPL,0.2963948276255095
2025-02-13,AMZN,0.11700683646102289
2025-02-13,GOOGL,0.058695425718172656
2025-02-13,JNJ,0.0
2025-02-13,JPM,0.12987121869769083
2025-02-13,META,0.0
2025-02-13,MSFT,0.2216967558948168
2025-02-13,NVDA,0.05238502666102126
2025-02-13,TSLA,0.0
2025-02-13,V,0.12394990894176611
2025-02-14,AAPL,0.29744845761313476
2025-02-14,AMZN,0.12400103697032572
2025-02-14,GOOGL,0.08063013667131685
2025-02-14,JNJ,0.0
2025-02-14,JPM,0.1212627992502378
2025-02-14,META,0.0
2025-02-14,MSFT,0.18500007278541414
2025-02-14,NVDA,0.05342615158729062
2025-02-14,TSLA,0.0
2025-02-14,V,0.1382313451222802
2025-02-18,AAPL,0.3370006162588378
2025-02-18,AMZN,0.104556467416816
2025-02-18,GOOGL,0.09262074225075406
2025-02-18,JNJ,0.033033092795558786
2025-02-18,JPM,0.09120379659468238
2025-02-18,META,0.0
2025-02-18,MSFT,0.138346283735034
2025-02-18,NVDA,0.035959855618889834
2025-02-18,TSLA,0.0
2025-02-18,V,0.16727914532942725
2025-02-19,AAPL,0.2968249894553937
2025-02-19,AMZN,0.08879859263830586
2025-02-19,GOOGL,0.11418160838713089
2025-02-19,JNJ,0.005229726529271224
2025-02-19,JPM,0.0614649218963524
2025-02-19,META,0.0
2025-02-19,MSFT,0.1731185629217564
2025-02-19,NVDA,0.016122999577484635
2025-02-19,TSLA,0.0
2025-02-19,V,0.24425859859430493
2025-02-20,AAPL,0.27956838359896446
2025-02-20,AMZN,0.09448138240843168
2025-02-20,GOOGL,0.13441438343035275
2025-02-20,JNJ,0.0
2025-02-20,JPM,0.053598431936217474
2025-02-20,META,0.0
2025-02-20,MSFT,0.14236530725838725
2025-02-20,NVDA,0.007159798468398059
2025-02-20,TSLA,0.0
2025-02-20,V,0.2884123128992483
2025-02-21,AAPL,0.264795961400202
2025-02-21,AMZN,0.10635460527869646
2025-02-21,GOOGL,0.0912170174624771
2025-02-21,JNJ,0.007127285636682265
2025-02-21,JPM,0.07009938453077943
2025-02-21,META,0.0
2025-02-21,MSFT,0.17941148418619932
2025-02-21,NVDA,0.014171640704755867
2025-02-21,TSLA,0.0
2025-02-21,V,0.2668226208002075
2025-02-24,AAPL,0.19309068878510588
2025-02-24,AMZN,0.11058663029768394
2025-02-24,GOOGL,0.05191554193133662
2025-02-24,JNJ,0.0
2025-02-24,JPM,0.13079727009428255
2025-02-24,META,0.0
2025-02-24,MSFT,0.24288653237399854
2025-02-24,NVDA,0.027065510403657393
2025-02-24,TSLA,0.0
2025-02-24,V,0.2436578261139351
2025-02-25,AAPL,0.20092980727963106
2025-02-25,AMZN,0.08103357595093025
2025-02-25,GOOGL,0.04549976045020238
2025-02-25,JNJ,0.0
2025-02-25,JPM,0.10176358812286238
2025-02-25,META,0.0
2025-02-25,MSFT,0.26195625138671297
2025-02-25,NVDA,0.02154104463718161
2025-02-25,TSLA,0.0
2025-02-25,V,0.2872759721724794
2025-02-26,AAPL,0.163454345604432
2025-02-26,AMZN,0.062427694004612955
2025-02-26,GOOGL,0.08221319123465029
2025-02-26,JNJ,0.0
2025-02-26,JPM,0.057405099766386816
2025-02-26,META,0.0
2025-02-26,MSFT,0.2800842638784856
2025-02-26,NVDA,0.00299136674560284
2025-02-26,TSLA,0.0
2025-02-26,V,0.35142403876582956
2025-02-27,AAPL,0.09890017911274378
2025-02-27,AMZN,0.09191169716724022
2025-02-27,GOOGL,0.1333771510859892
2025-02-27,JNJ,0.04290631003745409
2025-02-27,JPM,0.0
2025-02-27,META,0.0
2025-02-27,MSFT,0.21322944836493443
2025-02-27,NVDA,0.0
2025-02-27,TSLA,0.03365005440821986
2025-02-27,V,0.3860251598234185
2025-02-28,AAPL,0.0
2025-02-28,AMZN,0.006099650934657799
2025-02-28,GOOGL,0.12493903242752571
2025-02-28,JNJ,0.19494692502948308
2025-02-28,JPM,0.0
2025-02-28,META,0.0
2025-02-28,MSFT,0.15395710720094477
2025-02-28,NVDA,0.13276853643236208
2025-02-28,TSLA,0.03126639374407399
2025-02-28,V,0.3560223542309525
2025-03-03,AAPL,0.08118621183290521
2025-03-03,AMZN,0.05748203587968917
2025-03-03,GOOGL,0.14872286500452045
2025-03-03,JNJ,0.03954515164457788
2025-03-03,JPM,0.0
2025-03-03,META,0.0
2025-03-03,MSFT,0.12675141920382824
2025-03-03,NVDA,0.004112352225618368
2025-03-03,TSLA,0.018667125908871426
2025-03-03,V,0.5235328382999893
