date,ret_BL_LSTM,cum_BL_LSTM
2025-06-16,0.014821586317669617,1.0666037975378269
2025-06-17,-0.007404751454406165,1.0587058615167335
2025-06-18,-0.004735058678448704,1.0536928271392343
2025-06-20,-0.003302570495195941,1.0502129322973248
2025-06-23,0.004207840283093808,1.0546320605796715
2025-06-24,0.0047734711963272475,1.0596663163435718
2025-06-25,-0.005153673370120889,1.0542051422678178
2025-06-26,0.010762241274537464,1.065550752361762
2025-06-27,0.014909964733792927,1.0814380765015423
2025-06-30,-0.0033529555884971992,1.0778120626593228
2025-07-01,0.00045013039926193485,1.078297218633417
2025-07-02,0.012950122689133073,1.0922612999100707
2025-07-03,0.007873202652237498,1.100860894473459
2025-07-07,-0.012535989464123732,1.087060513898874
2025-07-08,-0.009469969091908384,1.0767660844312177
2025-07-09,0.011828981348669363,1.0895031303608342
2025-07-10,0.006244341410155345,1.0963063598742404
2025-07-11,0.008542801297095481,1.105671887267388
2025-07-14,0.0009932862605872754,1.1067701359617284
2025-07-15,0.007592056967197768,1.1151727978835428
2025-07-16,-0.0013170891075733324,1.1137040159383884
2025-07-17,0.002545675493195704,1.1165391449584363
2025-07-18,0.004791425390999005,1.1218889589676346
2025-07-21,0.008019575978954254,1.1308860327140255
2025-07-22,-0.0013123575116611324,1.1294019059341607
2025-07-23,0.000735000374076364,1.1302320167575046
2025-07-24,0.005894057443726872,1.1368936691890128
2025-07-25,0.002105681506972401,1.139287605163618
2025-07-28,0.0030522714450421373,1.1427650201885493
2025-07-29,-8.310997270889037e-05,1.1426700450189087
2025-07-30,0.006815048475365986,1.150457396767061
2025-07-31,-0.009586772187716686,1.1394282237925817
2025-08-01,-0.04481283338420416,1.088367216646505
2025-08-04,0.029880775943535668,1.1208884735914089
2025-08-05,0.001764432893417388,1.122866206084066
2025-08-06,0.02283013775151787,1.1485013962454895
2025-08-07,0.016781431962188238,1.1677748942850614
2025-08-08,0.03193669015487487,1.205069759254485
2025-08-11,-0.007475672657429002,1.1960610522049318
2025-08-12,0.009788553157516972,1.2077687593940756
2025-08-13,-0.0024781697040701955,1.2047757034450226
2025-08-14,0.004166073959716415,1.209794888130444
2025-08-15,-0.0030248168327774026,1.2061354801886188
2025-08-18,0.0005080065750217484,1.2067482049429217
2025-08-19,-0.010288087866943903,1.194333073377192
2025-08-20,-0.014884710459458743,1.176555771387817
2025-08-21,-0.0034248557715369937,1.1725262375636443
2025-08-22,0.02543990971200023,1.2023551991822146
2025-08-25,0.0034480260899364596,1.2065009512783658
2025-08-26,0.0034613773419396123,1.2106771063341493
2025-08-27,0.0019337680701829217,1.2130182750656797
2025-08-28,0.008365243318966303,1.2231654680869568
2025-08-29,-0.005460905237122381,1.2164858773764136
2025-09-02,-0.011494177166482992,1.2025033731813244
2025-09-03,0.033260408414353924,1.2424991264929734
2025-09-04,0.01289103385288752,1.2585162247947776
2025-09-05,0.006778453193238503,1.2670470181174802
2025-09-08,-0.0025457706391553373,1.2638214070203275
2025-09-09,0.007867787893044629,1.2737648857854527
2025-09-10,-0.02060203754695216,1.2475227337825117
2025-09-11,0.008654109742515893,1.258318932426949
2025-09-12,0.0030472983565340487,1.2621534056417292
2025-09-15,0.020059656121998795,1.2874717689321118
2025-09-16,0.011680698527540966,1.3025103385277277
2025-09-17,-0.002597008104456403,1.2991277086224329
2025-09-18,0.0003572318412525667,1.2995917984058063
2025-09-19,0.014274421185499165,1.3181427191054713
2025-09-22,-0.0003964505734920364,1.3176201406685377
2025-09-23,-0.011787697226010729,1.3020884333914433
2025-09-24,-0.008193435104551046,1.291419856312064
2025-09-25,0.005681253793046607,1.2987567402691527
2025-09-26,0.0028056075889320753,1.3024005420358284
2025-09-29,0.004550448952991563,1.308327049218711
2025-09-30,0.004780839504373768,1.3145819508602565
2025-10-01,0.004600963362344258,1.3206302942529637
2025-10-02,0.0022110370281533454,1.3235502567340582
2025-10-03,0.0,1.3235502567340582
