date,ret_BL_RNN,cum_BL_RNN
2025-06-16,0.012148582509119451,0.9581219102987232
2025-06-17,-0.009760967218060187,0.9487697137413922
2025-06-18,-0.005058047164158152,0.9439707917813634
2025-06-20,-0.00820842198290117,0.9362222811828886
2025-06-23,0.00325243869765614,0.9392672867598159
2025-06-24,0.009882936443195914,0.9485500056580362
2025-06-25,0.010184909422279946,0.9582109015481663
2025-06-26,0.008189492795625626,0.966058162823085
2025-06-27,0.013911357890000873,0.9794973436686738
2025-06-30,0.002670395180581584,0.9821129886545991
2025-07-01,0.005944586996029267,0.9879512447555866
2025-07-02,0.01217964430897605,0.9999841395113198
2025-07-03,0.008319583215041521,1.008303590773706
2025-07-07,-0.007877401765166403,1.0003607782879216
2025-07-08,-0.002250652253148132,0.9981093140483068
2025-07-09,0.008836095046042847,1.0069287028135783
2025-07-10,0.004467647469603699,1.0114273052847746
2025-07-11,0.002281059085370558,1.0137344307286864
2025-07-14,-0.0018815112355139011,1.011827078007443
2025-07-15,0.002953280987743564,1.0148152876798064
2025-07-16,0.009396577899579952,1.0243510785841743
2025-07-17,0.0030061618229901372,1.0274304436899528
2025-07-18,0.00570507697062635,1.033292013453169
2025-07-21,0.008309138074713228,1.0418777794644496
2025-07-22,0.0001256121939996011,1.0420086520182077
2025-07-23,0.00404405225446685,1.046222589456576
2025-07-24,0.007760428473522931,1.0543417250294376
2025-07-25,0.0022416893090346905,1.0567052316025052
2025-07-28,0.0031353607671727023,1.0600183837281378
2025-07-29,0.002204309477681439,1.0623549922979063
2025-07-30,-0.0030801304478022197,1.0590828003397548
2025-07-31,-0.0005090455704893934,1.0585436789314604
2025-08-01,-0.02171609037381399,1.0355562487351553
2025-08-04,0.0156426150917172,1.051755056539942
2025-08-05,0.004011180234336358,1.0559738356340984
2025-08-06,0.028249997932316168,1.0858050943073416
2025-08-07,0.009131177276584515,1.0957197731112804
2025-08-08,0.02062796270944799,1.1183222397310246
2025-08-11,-0.0051387176648101255,1.1125754974827688
2025-08-12,0.004717742806603302,1.1178243425328211
2025-08-13,0.005190257329249718,1.123626138519466
2025-08-14,0.007803625757966854,1.1323944963963413
2025-08-15,-0.0011425174897634416,1.1311007158788966
2025-08-18,-0.0002489480992394613,1.13081913050563
2025-08-19,-0.010789134659939378,1.1186185706305694
2025-08-20,-0.01029016451136697,1.1071078015133107
2025-08-21,-0.003537066516532061,1.1031918875783866
2025-08-22,0.021385137266756046,1.126783797525822
2025-08-25,-0.00021833163423560625,1.126537784977878
2025-08-26,0.004435297428457628,1.1315343151186505
2025-08-27,0.002218241540246597,1.1340443315406612
2025-08-28,0.00714048988839215,1.142141963623016
2025-08-29,-0.005877663373510605,1.1354288376360795
2025-09-02,-0.011343176652054573,1.1225494677549366
2025-09-03,0.028203728343586736,1.1542095479957346
2025-09-04,0.019242485053614675,1.1764194079717818
2025-09-05,-0.0016434522352752373,1.1744860188661292
2025-09-08,-0.0012068627670959115,1.173068575419485
2025-09-09,0.00339051011045563,1.1770458762847025
2025-09-10,-0.02001086849059497,1.1534921660469721
2025-09-11,0.008274132795069266,1.1630363134069168
2025-09-12,0.0035893474394861013,1.1672108548204734
2025-09-15,0.019044148159906335,1.1894393912735255
2025-09-16,0.005165010981527826,1.1955828587913149
2025-09-17,-0.004293871327869199,1.190449179833859
2025-09-18,0.005664424443073864,1.1971923892663472
2025-09-19,0.012848233846191362,1.2125741970425217
2025-09-22,0.0010740608484622806,1.2138765755134207
2025-09-23,-0.017445071850423367,1.1927004114360433
2025-09-24,-0.0042144057588071795,1.1876738879535556
2025-09-25,0.002458901619940406,1.1905942612006053
2025-09-26,0.004882174532294578,1.1964069501809351
2025-09-29,0.006838899182545226,1.204589056694519
2025-09-30,0.001343282878393754,1.2062071605498772
2025-10-01,0.005716268207843286,1.2131021641938013
2025-10-02,0.0055578211539664985,1.21984436906388
2025-10-03,0.0,1.21984436906388
